,,,,,,,,,Integrated Y1,Integrated Y2
,,,,,,,,,"Integrate of H x=(-21.8409,-0.0009) Area = 6.25841","Integrate of I x=(-21.8409,-0.0009) Area = -16.0513"
-15.6719,4.273E-4,-4.242E-4,7.567E-4,-7.408E-4,0.002043,-0.001884,0.003927,-0.0615435513,0.0430247585,-0.798383521448541
-15.6579,4.476E-4,-4.447E-4,7.055E-4,-6.911E-4,0.001981,-0.001827,0.003808,-0.0596252832,0.0430789035,-0.799231703290041
-15.6439,4.72E-4,-4.698E-4,6.63E-4,-6.512E-4,0.001931,-0.001782,0.003713,-0.0580858007,0.0431315505,-0.80005568087734
-15.6289,5.007E-4,-4.989E-4,6.287E-4,-6.201E-4,0.001895,-0.001751,0.003646,-0.0569829694,0.043186743,-0.80091869665309
-15.6149,5.339E-4,-5.32E-4,6.073E-4,-5.973E-4,0.001873,-0.001729,0.003602,-0.0562448698,0.043237479,-0.80171129152749
-15.6009,5.696E-4,-5.677E-4,5.864E-4,-5.798E-4,0.001862,-0.001721,0.003583,-0.0558980247,0.043287774,-0.802496291788991
-15.5869,6.072E-4,-6.052E-4,5.717E-4,-5.629E-4,0.001866,-0.001721,0.003587,-0.0559102103,0.043337964,-0.80327894943399
-15.5719,6.479E-4,-6.456E-4,5.655E-4,-5.608E-4,0.001881,-0.001738,0.003619,-0.0563547061,0.043392009,-0.804120936306991
-15.5579,6.882E-4,-6.855E-4,5.603E-4,-5.565E-4,0.001903,-0.001758,0.003661,-0.0569574719,0.043442969,-0.80491412155299
-15.5439,7.295E-4,-7.262E-4,5.657E-4,-5.626E-4,0.001938,-0.00179,0.003728,-0.0579476592,0.043494692,-0.80571845747069
-15.5299,7.697E-4,-7.657E-4,5.747E-4,-5.722E-4,0.001979,-0.001827,0.003806,-0.0591067994,0.04354743,-0.806537838680891
-15.5149,8.081E-4,-8.032E-4,5.886E-4,-5.865E-4,0.002026,-0.001869,0.003895,-0.0604305355,0.0436051875,-0.807434368692641
-15.5009,8.436E-4,-8.377E-4,6.066E-4,-6.048E-4,0.002076,-0.001914,0.00399,-0.061848591,0.0436603825,-0.808290322578141
-15.4869,8.751E-4,-8.682E-4,6.271E-4,-6.255E-4,0.002126,-0.001958,0.004084,-0.0632484996,0.0437169005,-0.809166002212341
-15.4729,9.019E-4,-8.94E-4,6.506E-4,-6.491E-4,0.002174,-0.002002,0.004176,-0.0646148304,0.0437747205,-0.810061045522341
-15.4579,9.235E-4,-9.144E-4,6.766E-4,-6.751E-4,0.002221,-0.002043,0.004264,-0.0659124856,0.0438380205,-0.811040000392341
-15.4439,9.391E-4,-9.289E-4,7.035E-4,-7.019E-4,0.002261,-0.002078,0.004339,-0.0670110821,0.0438982415,-0.811970465366241
-15.4299,9.486E-4,-9.373E-4,7.333E-4,-7.315E-4,0.002298,-0.00211,0.004408,-0.0680149992,0.0439594705,-0.812915647935341
-15.4159,9.518E-4,-9.396E-4,7.612E-4,-7.592E-4,0.002324,-0.002132,0.004456,-0.0686932504,0.0440215185,-0.81387260568254
-15.4009,9.489E-4,-9.36E-4,7.913E-4,-7.89E-4,0.002346,-0.002151,0.004497,-0.0692578473,0.044088666,-0.81490723891529
-15.3869,9.403E-4,-9.266E-4,8.203E-4,-8.175E-4,0.002358,-0.002161,0.004519,-0.0695334011,0.044151778,-0.81587877765409
-15.3729,9.266E-4,-9.124E-4,8.507E-4,-8.475E-4,0.002367,-0.002167,0.004534,-0.0697007286,0.044215149,-0.816853416561991
-15.3589,9.078E-4,-8.932E-4,8.791E-4,-8.753E-4,0.002365,-0.002164,0.004529,-0.0695604581,0.04427859,-0.81782824486889
-15.3439,8.851E-4,-8.703E-4,9.068E-4,-9.025E-4,0.002358,-0.002157,0.004515,-0.0692777085,0.04434642,-0.818869531118391
-15.3299,8.59E-4,-8.443E-4,9.336E-4,-9.286E-4,0.002346,-0.002145,0.004491,-0.0688465809,0.044409462,-0.819836401144191
-15.3159,8.303E-4,-8.157E-4,9.598E-4,-9.541E-4,0.00233,-0.00213,0.00446,-0.068308914,0.044472119,-0.820796489608491
-15.3019,7.997E-4,-7.851E-4,9.859E-4,-9.795E-4,0.002313,-0.002114,0.004427,-0.0677415113,0.044534328,-0.821748842585591
-15.2869,7.671E-4,-7.532E-4,0.001009,-0.001002,0.002289,-0.002092,0.004381,-0.0669719089,0.044600388,-0.822759193237091
-15.2729,7.345E-4,-7.209E-4,0.001033,-0.001024,0.002266,-0.002071,0.004337,-0.0662385673,0.044661414,-0.823691666570491
-15.2589,7.02E-4,-6.891E-4,0.001055,-0.001046,0.002243,-0.002051,0.004294,-0.0655217166,0.044721831,-0.82461398855779
-15.2449,6.697E-4,-6.574E-4,0.001077,-0.001067,0.00222,-0.00203,0.00425,-0.064790825,0.044781639,-0.825526176348991
-15.2299,6.384E-4,-6.268E-4,0.001099,-0.001087,0.002198,-0.00201,0.004208,-0.0640874192,0.044845074,-0.82649276318049
-15.2159,6.089E-4,-5.98E-4,0.001121,-0.001109,0.002179,-0.001995,0.004174,-0.0635111666,0.044903748,-0.827385953281091
-15.2019,5.795E-4,-5.694E-4,0.001142,-0.001128,0.002157,-0.001976,0.004133,-0.0628294527,0.044961897,-0.828270337616191
-15.1879,5.524E-4,-5.429E-4,0.001164,-0.00115,0.00214,-0.001961,0.004101,-0.0622855779,0.045019535,-0.82914614283039
-15.1729,5.27E-4,-5.183E-4,0.001188,-0.001173,0.002125,-0.001949,0.004074,-0.0618143946,0.0450808475,-0.830076892624141
-15.1589,5.035E-4,-4.954E-4,0.001214,-0.001197,0.002112,-0.001938,0.00405,-0.061393545,0.0451377155,-0.830939348201341
-15.1449,4.82E-4,-4.745E-4,0.001242,-0.001225,0.0021,-0.001929,0.004029,-0.0610188021,0.0451942685,-0.831796234631041
-15.1309,4.635E-4,-4.565E-4,0.001273,-0.001255,0.002095,-0.001924,0.004019,-0.0608110871,0.0452506045,-0.832649043855441
-15.1159,4.453E-4,-4.387E-4,0.001307,-0.001289,0.002084,-0.001916,0.004,-0.0604636,0.045310747,-0.833558604008691
-15.1019,4.299E-4,-4.237E-4,0.001346,-0.001327,0.002079,-0.001912,0.003991,-0.0602716829,0.045366684,-0.834403750988991
-15.0879,4.167E-4,-4.107E-4,0.00139,-0.00137,0.002075,-0.001909,0.003984,-0.0601101936,0.045422509,-0.835246424124491
-15.0739,4.056E-4,-3.996E-4,0.001438,-0.001418,0.002072,-0.001907,0.003979,-0.0599790481,0.04547825,-0.836087048816391
-15.0589,3.976E-4,-3.915E-4,0.001493,-0.001472,0.002075,-0.001909,0.003984,-0.0599946576,0.0455379725,-0.836986851609141
-15.0449,3.902E-4,-3.839E-4,0.001556,-0.001534,0.002074,-0.001909,0.003983,-0.0599238367,0.0455937415,-0.837826281069241
-15.0309,3.858E-4,-3.791E-4,0.001622,-0.001599,0.002079,-0.001913,0.003992,-0.0600033528,0.0456495665,-0.838665771395741
-15.0169,3.823E-4,-3.751E-4,0.001694,-0.001671,0.00208,-0.001914,0.003994,-0.0599774986,0.0457054685,-0.839505637355541
-15.0019,3.818E-4,-3.738E-4,0.001775,-0.001752,0.002088,-0.00192,0.004008,-0.0601276152,0.0457654835,-0.840406425709041
-14.9879,3.829E-4,-3.741E-4,0.00186,-0.001836,0.002095,-0.001925,0.00402,-0.060251358,0.0458216795,-0.84124907852144
-14.9739,3.86E-4,-3.762E-4,0.001952,-0.001928,0.002105,-0.001934,0.004039,-0.0604795821,0.0458780925,-0.84209419510214
-14.9599,3.909E-4,-3.8E-4,0.00205,-0.002025,0.002118,-0.001944,0.004062,-0.0607671138,0.0459347995,-0.842942921973441
-14.9449,3.987E-4,-3.865E-4,0.002152,-0.002127,0.002135,-0.001958,0.004093,-0.0611694757,0.045995962,-0.843857446394691
-14.9309,4.057E-4,-3.922E-4,0.002257,-0.002231,0.002151,-0.001972,0.004123,-0.0615601007,0.046053474,-0.844716553429491
-14.9169,4.149E-4,-3.999E-4,0.002365,-0.002337,0.002171,-0.001989,0.00416,-0.062054304,0.046111455,-0.845581854262391
-14.9029,4.25E-4,-4.084E-4,0.002472,-0.002443,0.002194,-0.002008,0.004202,-0.0626219858,0.046169989,-0.846454588290991
-14.8879,4.375E-4,-4.192E-4,0.002576,-0.002546,0.00222,-0.00203,0.00425,-0.063273575,0.046233379,-0.847398804996991
-14.8739,4.466E-4,-4.268E-4,0.002676,-0.002644,0.002244,-0.00205,0.004294,-0.0638685266,0.046293187,-0.848288799708191
-14.8599,4.571E-4,-4.356E-4,0.002767,-0.002734,0.00227,-0.002073,0.004343,-0.0645365457,0.046353646,-0.849187635214291
-14.8459,4.667E-4,-4.437E-4,0.002849,-0.002814,0.002296,-0.002095,0.004391,-0.0651883469,0.046414784,-0.850095709462491
-14.8309,4.831E-4,-4.582E-4,0.002918,-0.002881,0.00233,-0.002124,0.004454,-0.0660568286,0.0464811215,-0.851080048278741
-14.8169,4.831E-4,-4.572E-4,0.002971,-0.002933,0.002346,-0.002138,0.004484,-0.0664389796,0.0465436875,-0.852007518936141
-14.8029,4.951E-4,-4.677E-4,0.003007,-0.002967,0.002374,-0.002162,0.004536,-0.0671459544,0.0466068275,-0.852942613474141
-14.7889,4.917E-4,-4.636E-4,0.003024,-0.002983,0.002386,-0.002172,0.004558,-0.0674078062,0.0466704855,-0.853884489798341
-14.7739,4.922E-4,-4.632E-4,0.003022,-0.00298,0.0024,-0.002183,0.004583,-0.0677087837,0.046739043,-0.854897864222591
-14.7599,4.902E-4,-4.607E-4,0.003001,-0.002959,0.00241,-0.002191,0.004601,-0.0679102999,0.046803331,-0.855847197807791
-14.7459,4.861E-4,-4.561E-4,0.002962,-0.002918,0.002415,-0.002195,0.00461,-0.067978599,0.046867808,-0.856798420100091
-14.7319,4.799E-4,-4.496E-4,0.002905,-0.002862,0.002415,-0.002195,0.00461,-0.067914059,0.046932348,-0.857749668706091
-14.7169,4.72E-4,-4.417E-4,0.002834,-0.002791,0.002411,-0.002192,0.004603,-0.0677418907,0.0470014455,-0.858767088328841
-14.7029,4.629E-4,-4.327E-4,0.002749,-0.002707,0.002403,-0.002185,0.004588,-0.0674569052,0.0470657825,-0.859713479900141
-14.6889,4.528E-4,-4.229E-4,0.002655,-0.002614,0.002392,-0.002175,0.004567,-0.0670842063,0.0471298675,-0.860655267680641
-14.6749,4.427E-4,-4.132E-4,0.002554,-0.002513,0.002378,-0.002163,0.004541,-0.0666387209,0.0471936235,-0.861591328171041
-14.6609,4.325E-4,-4.033E-4,0.002448,-0.002408,0.002361,-0.002148,0.004509,-0.0661059981,0.0472569735,-0.862520541204041
-14.6459,4.235E-4,-3.947E-4,0.002339,-0.002301,0.002342,-0.002132,0.004474,-0.0655257566,0.047324346,-0.863507779364291
-14.6319,4.155E-4,-3.871E-4,0.00223,-0.002193,0.002323,-0.002116,0.004439,-0.0649510041,0.047386737,-0.864421116689191
-14.6179,4.09E-4,-3.809E-4,0.002122,-0.002087,0.002303,-0.002098,0.004401,-0.0643333779,0.047448617,-0.865326107363191
-14.6039,4.046E-4,-3.767E-4,0.002016,-0.001984,0.002283,-0.002081,0.004364,-0.0637314196,0.047509972,-0.866222560945691
-14.5889,4.023E-4,-3.745E-4,0.001915,-0.001884,0.002263,-0.002064,0.004327,-0.0631261703,0.0475751545,-0.867173992869941
-14.5749,4.022E-4,-3.744E-4,0.001817,-0.001788,0.002244,-0.002047,0.004291,-0.0625408959,0.0476354805,-0.868053662333341
-14.5609,4.046E-4,-3.765E-4,0.001725,-0.001697,0.002226,-0.002032,0.004258,-0.0620003122,0.0476953235,-0.868925450790041
-14.5469,4.094E-4,-3.812E-4,0.001638,-0.001612,0.00221,-0.002018,0.004228,-0.0615042932,0.0477547255,-0.869789983027841
-14.5319,4.169E-4,-3.884E-4,0.001557,-0.001532,0.002196,-0.002006,0.004202,-0.0610630438,0.0478179505,-0.870709238055341
-14.5179,4.272E-4,-3.981E-4,0.001481,-0.001458,0.002186,-0.001997,0.004183,-0.0607283757,0.0478766455,-0.871561777991841
-14.5039,4.401E-4,-4.104E-4,0.001412,-0.00139,0.002178,-0.001991,0.004169,-0.0604667591,0.0479351095,-0.872410143935441
-14.4899,4.558E-4,-4.252E-4,0.001348,-0.001328,0.002174,-0.001988,0.004162,-0.0603069638,0.0479934265,-0.873255559995741
-14.4749,4.741E-4,-4.425E-4,0.001291,-0.001272,0.002175,-0.001988,0.004163,-0.0602590087,0.048055864,-0.874159804789491
-14.4609,4.957E-4,-4.63E-4,0.00124,-0.001222,0.002184,-0.001997,0.004181,-0.0604610229,0.048114272,-0.875004845010691
-14.4469,5.209E-4,-4.868E-4,0.001195,-0.001179,0.002194,-0.002007,0.004201,-0.0606914269,0.048172946,-0.875852912159291
-14.4329,5.464E-4,-5.11E-4,0.001156,-0.001141,0.00221,-0.002022,0.004232,-0.0610800328,0.048231977,-0.876705312377191
-14.4179,5.761E-4,-5.391E-4,0.001123,-0.001109,0.002227,-0.002038,0.004265,-0.0614923435,0.0482957045,-0.877624605199441
-14.4039,6.087E-4,-5.726E-4,0.001096,-0.001083,0.002253,-0.002065,0.004318,-0.0621960402,0.0483557855,-0.878490423885341
-14.3899,6.474E-4,-6.041E-4,0.001074,-0.001061,0.002287,-0.00209,0.004377,-0.0629845923,0.0484166505,-0.879366688312841
-14.3759,6.834E-4,-6.408E-4,0.001057,-0.001045,0.002324,-0.002128,0.004452,-0.0640015068,0.0484784535,-0.880255591006541
-14.3609,7.253E-4,-6.804E-4,0.001044,-0.001033,0.002359,-0.00216,0.004519,-0.0648969071,0.048545736,-0.881222329110791
-14.3469,7.702E-4,-7.231E-4,0.001035,-0.001025,0.002405,-0.002203,0.004608,-0.0661105152,0.048609625,-0.882139381066891
-14.3329,8.227E-4,-7.73E-4,0.001029,-0.00102,0.002452,-0.002246,0.004698,-0.0673359642,0.048674767,-0.883073506422691
-14.3189,8.706E-4,-8.184E-4,0.001025,-0.001017,0.002497,-0.002288,0.004785,-0.0685159365,0.048741148,-0.884024469727591
-14.3039,9.256E-4,-8.706E-4,0.001022,-0.001014,0.002546,-0.002333,0.004879,-0.0697887281,0.048813628,-0.885061754712091
-14.2899,9.839E-4,-9.261E-4,0.001019,-0.001011,0.002594,-0.002379,0.004973,-0.0710636727,0.048882592,-0.886047721517691
-14.2759,0.001051,-9.901E-4,0.001014,-0.001008,0.002646,-0.002427,0.005073,-0.0724216407,0.048952914,-0.887052118711491
-14.2619,0.001112,-0.001048,0.001008,-0.001002,0.00269,-0.002469,0.005159,-0.0735771421,0.049024538,-0.888074110191091
-14.2469,0.001181,-0.001114,9.983E-4,-9.932E-4,0.002735,-0.002511,0.005246,-0.0747392374,0.0491025755,-0.889186483037341
-14.2329,0.001254,-0.001183,9.852E-4,-9.807E-4,0.002777,-0.00255,0.005327,-0.0758186583,0.0491765865,-0.890240388307241
-14.2189,0.00133,-0.001262,9.679E-4,-9.642E-4,0.002816,-0.00259,0.005406,-0.0768673734,0.0492517175,-0.891309190529141
-14.2049,0.001416,-0.001332,9.46E-4,-9.427E-4,0.002855,-0.002622,0.005477,-0.0778002373,0.0493278985,-0.892391863804041
-14.1899,0.001493,-0.00141,9.197E-4,-9.171E-4,0.002885,-0.002653,0.005538,-0.0785836662,0.049410511,-0.893564743080291
-14.1759,0.001577,-0.001491,8.891E-4,-8.871E-4,0.002914,-0.002681,0.005595,-0.0793141605,0.049488442,-0.894670027867191
-14.1619,0.00167,-0.001581,8.546E-4,-8.532E-4,0.002943,-0.002711,0.005654,-0.0800713826,0.049567185,-0.895785726668891
-14.1479,0.001751,-0.001656,8.166E-4,-8.157E-4,0.002966,-0.002728,0.005694,-0.0805581426,0.049646621,-0.896910133345291
-14.1329,0.001835,-0.001737,7.758E-4,-7.751E-4,0.002982,-0.002746,0.005728,-0.0809532512,0.049732286,-0.898121468798791
-14.1189,0.001926,-0.001824,7.329E-4,-7.329E-4,0.003001,-0.002764,0.005765,-0.0813954585,0.049812737,-0.899257909766691
-14.1049,0.001997,-0.001892,6.889E-4,-6.893E-4,0.003008,-0.002772,0.00578,-0.081526322,0.049893552,-0.900398362230191
-14.0909,0.002078,-0.001969,6.445E-4,-6.452E-4,0.003016,-0.00278,0.005796,-0.0816708564,0.049974584,-0.901540742478991
-14.0759,0.002143,-0.002032,6.002E-4,-6.011E-4,0.003017,-0.002782,0.005799,-0.0816261441,0.0500615465,-0.902765469982741
-14.0619,0.002186,-0.002073,5.567E-4,-5.575E-4,0.003002,-0.002768,0.00577,-0.081137163,0.0501425295,-0.903904813132441
-14.0479,0.002226,-0.002111,5.142E-4,-5.156E-4,0.002984,-0.002752,0.005736,-0.0805787544,0.0502230715,-0.905036824554241
-14.0339,0.002251,-0.002135,4.737E-4,-4.753E-4,0.002956,-0.002727,0.005683,-0.0797546537,0.0503030045,-0.906159158410941
-14.0189,0.002261,-0.002145,4.353E-4,-4.371E-4,0.002918,-0.002692,0.00561,-0.078646029,0.050387702,-0.907347163531191
-14.0049,0.002254,-0.00214,3.991E-4,-4.009E-4,0.00287,-0.002648,0.005518,-0.0772790382,0.050465598,-0.908438639001591
-13.9909,0.002233,-0.00212,3.646E-4,-3.666E-4,0.002816,-0.002599,0.005415,-0.0757607235,0.050542129,-0.909509917333491
-13.9769,0.002195,-0.002085,3.331E-4,-3.352E-4,0.002748,-0.002536,0.005284,-0.0738539396,0.050617022,-0.910557219975191
-13.9619,0.002144,-0.002037,3.046E-4,-3.068E-4,0.002676,-0.00247,0.005146,-0.0718479374,0.050695247,-0.911649984052691
-13.9479,0.002081,-0.001979,2.795E-4,-2.818E-4,0.002601,-0.002401,0.005002,-0.0697673958,0.050766283,-0.912641291385091
-13.9339,0.00201,-0.001912,2.571E-4,-2.595E-4,0.002525,-0.002331,0.004856,-0.0676630184,0.050835289,-0.913603304284491
-13.9199,0.001932,-0.00184,2.377E-4,-2.401E-4,0.002451,-0.002263,0.004714,-0.0656184086,0.050902279,-0.914536274273491
-13.9049,0.001851,-0.001765,2.209E-4,-2.235E-4,0.002381,-0.002202,0.004583,-0.0637261567,0.0509720065,-0.915506358513241
-13.8909,0.001771,-0.001689,2.067E-4,-2.094E-4,0.002323,-0.002143,0.004466,-0.0620367594,0.0510353495,-0.916386698925941
-13.8769,0.001692,-0.001616,1.951E-4,-1.98E-4,0.00227,-0.002096,0.004366,-0.0605865454,0.0510971735,-0.917245062059541
-13.8629,0.001619,-0.001548,1.861E-4,-1.891E-4,0.002233,-0.002062,0.004295,-0.0595411555,0.0511578005,-0.918085955965841
-13.8479,0.001554,-0.001488,1.794E-4,-1.825E-4,0.002212,-0.002042,0.004254,-0.0589089666,0.051221918,-0.918974331881591
-13.8339,0.001499,-0.001437,1.751E-4,-1.784E-4,0.002208,-0.002038,0.004246,-0.0587387394,0.051281418,-0.919797865823591
-13.8199,0.001455,-0.001397,1.728E-4,-1.763E-4,0.002224,-0.002051,0.004275,-0.0590800725,0.051341065,-0.920622597506891
-13.8059,0.001424,-0.00137,1.728E-4,-1.765E-4,0.002262,-0.002085,0.004347,-0.0600142473,0.051401419,-0.921456257745491
-13.7909,0.001406,-0.001356,1.746E-4,-1.784E-4,0.002314,-0.002132,0.004446,-0.0613143414,0.0514673665,-0.922366222160741
-13.7769,0.001404,-0.001356,1.782E-4,-1.823E-4,0.002389,-0.002199,0.004588,-0.0632084172,0.0515306045,-0.923237881470941
-13.7629,0.001416,-0.00137,1.833E-4,-1.874E-4,0.002483,-0.002283,0.004766,-0.0655939814,0.0515960825,-0.924139498261141
-13.7489,0.001444,-0.001399,1.897E-4,-1.94E-4,0.002594,-0.002383,0.004977,-0.0684282753,0.0516642835,-0.925077654058041
-13.7339,0.001488,-0.001442,1.973E-4,-2.017E-4,0.00272,-0.002496,0.005216,-0.0716360224,0.051740731,-0.926128136290791
-13.7199,0.001546,-0.001501,2.057E-4,-2.103E-4,0.00286,-0.002623,0.005483,-0.0752262117,0.051815624,-0.927156171929491
-13.7059,0.00162,-0.001573,2.147E-4,-2.191E-4,0.003013,-0.002754,0.005767,-0.0790419253,0.051894374,-0.928236048888491
-13.6919,0.001707,-0.001659,2.235E-4,-2.28E-4,0.003165,-0.002892,0.006057,-0.0829318383,0.051977142,-0.929369865233691
-13.6769,0.001808,-0.001757,2.325E-4,-2.368E-4,0.003323,-0.003033,0.006356,-0.0869303764,0.0520702395,-0.930643831843941
-13.6629,0.001922,-0.001869,2.409E-4,-2.45E-4,0.003481,-0.003172,0.006653,-0.0908992737,0.0521613025,-0.931888639394641
-13.6489,0.002049,-0.001992,2.485E-4,-2.617E-4,0.003635,-0.003311,0.006946,-0.0948052594,0.0522564955,-0.933188571126341
-13.6349,0.002188,-0.002126,2.712E-4,-2.664E-4,0.003787,-0.003438,0.007225,-0.0985121525,0.0523556925,-0.934541793009641
-13.6199,0.002336,-0.00227,2.628E-4,-2.726E-4,0.003919,-0.003559,0.007478,-0.1018496122,0.052465965,-0.936044506244891
-13.6059,0.002494,-0.002422,2.734E-4,-2.706E-4,0.00404,-0.003659,0.007699,-0.1047518241,0.052572204,-0.937490716298991
-13.5919,0.002662,-0.002583,2.764E-4,-2.795E-4,0.004146,-0.003753,0.007899,-0.1073624181,0.05268139,-0.938975515994391
-13.5779,0.002837,-0.002752,2.72E-4,-2.744E-4,0.004233,-0.003827,0.00806,-0.109437874,0.052793103,-0.940493118039091
-13.5639,0.00302,-0.002927,2.779E-4,-2.803E-4,0.004308,-0.003891,0.008199,-0.1112104161,0.052906916,-0.942037656069791
-13.5489,0.003208,-0.003108,2.705E-4,-2.723E-4,0.004363,-0.003937,0.0083,-0.11245587,0.0530306585,-0.943715153215541
-13.5349,0.003402,-0.003294,2.738E-4,-2.757E-4,0.004409,-0.003975,0.008384,-0.1134766016,0.0531474465,-0.945296680516741
-13.5209,0.003599,-0.003483,2.636E-4,-2.65E-4,0.004432,-0.003992,0.008424,-0.1139000616,0.0532651025,-0.946888317159141
-13.5069,0.0038,-0.003674,2.583E-4,-2.595E-4,0.004447,-0.004003,0.00845,-0.114133305,0.0533832205,-0.948484550725341
-13.4919,0.004002,-0.003867,2.587E-4,-2.599E-4,0.004455,-0.004007,0.008462,-0.1141684578,0.0535100605,-0.950196813946341
-13.4779,0.004203,-0.004058,2.467E-4,-2.477E-4,0.004451,-0.004,0.008451,-0.1139017329,0.0536284515,-0.951793305281241
-13.4639,0.004402,-0.004246,2.401E-4,-2.41E-4,0.004442,-0.00399,0.008432,-0.1135276048,0.0537466325,-0.953385310645141
-13.4499,0.004596,-0.004429,2.418E-4,-2.433E-4,0.004434,-0.003979,0.008413,-0.1131540087,0.0538645475,-0.954972081939641
-13.4349,0.004781,-0.004603,2.28E-4,-2.293E-4,0.004413,-0.003958,0.008371,-0.1124635479,0.0539904275,-0.956664213614141
-13.4209,0.004957,-0.004767,2.221E-4,-2.234E-4,0.004394,-0.003937,0.008331,-0.1118095179,0.0541073415,-0.958234125074741
-13.4069,0.005118,-0.004916,2.218E-4,-2.233E-4,0.004377,-0.003919,0.008296,-0.1112236424,0.0542237305,-0.959795357196841
-13.3929,0.005262,-0.005047,2.192E-4,-2.216E-4,0.00435,-0.003891,0.008241,-0.1103708889,0.0543394895,-0.961346518915941
-13.3779,0.005384,-0.005158,2.122E-4,-2.146E-4,0.004323,-0.003863,0.008186,-0.1095114894,0.054462692,-0.962995636753191
-13.3639,0.005482,-0.005243,2.112E-4,-2.205E-4,0.004292,-0.003831,0.008123,-0.1085549597,0.054576855,-0.964522101896891
-13.3499,0.005551,-0.005301,2.188E-4,-2.181E-4,0.004257,-0.0038,0.008057,-0.1075601443,0.054690115,-0.966034907624891
-13.3359,0.005589,-0.005328,2.241E-4,-2.277E-4,0.004223,-0.003754,0.007977,-0.1063804743,0.054802353,-0.967532491955091
-13.3209,0.005593,-0.005322,2.22E-4,-2.275E-4,0.004169,-0.003706,0.007875,-0.1049020875,0.054921243,-0.969117111168591
-13.3069,0.005561,-0.005282,2.298E-4,-2.364E-4,0.004113,-0.003652,0.007765,-0.1033280785,0.055030723,-0.970574722330591
-13.2929,0.005494,-0.005208,2.406E-4,-2.483E-4,0.00405,-0.003591,0.007641,-0.1015710489,0.055138565,-0.972009016222391
-13.2789,0.005391,-0.005101,2.552E-4,-2.643E-4,0.003986,-0.00353,0.007516,-0.0998042124,0.055244664,-0.973418643051491
-13.2639,0.005253,-0.004961,2.724E-4,-2.831E-4,0.0039,-0.003449,0.007349,-0.0974764011,0.0553561515,-0.974898247652741
-13.2499,0.005084,-0.004792,2.944E-4,-3.069E-4,0.003823,-0.003377,0.0072,-0.09539928,0.0554579945,-0.976248377420441
-13.2359,0.004887,-0.004598,3.209E-4,-3.354E-4,0.003724,-0.003286,0.00701,-0.092783659,0.0555574645,-0.977565657993441
-13.2219,0.004666,-0.004382,3.528E-4,-3.695E-4,0.00363,-0.0032,0.00683,-0.090305577,0.0556543445,-0.978847282645441
-13.2069,0.004425,-0.004149,3.906E-4,-4.099E-4,0.003532,-0.003111,0.006643,-0.0877334367,0.055755392,-0.980182575248191
-13.1929,0.004188,-0.003921,4.448E-4,-4.701E-4,0.003457,-0.003045,0.006502,-0.0857802358,0.055847407,-0.981397170955691
-13.1789,0.003916,-0.003659,5.02E-4,-5.243E-4,0.003353,-0.00295,0.006303,-0.0830666067,0.055937042,-0.982579098853191
-13.1649,0.003649,-0.003406,5.51E-4,-5.801E-4,0.003256,-0.00287,0.006126,-0.0806481774,0.056024045,-0.983725102341891
-13.1499,0.003387,-0.003157,6.215E-4,-6.538E-4,0.003178,-0.002794,0.005972,-0.0785312028,0.05611478,-0.984918947693391
-13.1359,0.003129,-0.002915,7.025E-4,-7.395E-4,0.003103,-0.002733,0.005836,-0.0766611124,0.056197436,-0.986005293899791
-13.1219,0.002881,-0.002682,7.938E-4,-8.354E-4,0.003034,-0.002674,0.005708,-0.0748998052,0.056278244,-0.987066220322991
-13.1079,0.002645,-0.002461,8.985E-4,-9.452E-4,0.00298,-0.002629,0.005609,-0.0735222111,0.056357463,-0.988105174437091
-13.0929,0.002422,-0.002253,0.001017,-0.00107,0.002938,-0.002594,0.005532,-0.0724299228,0.0564410205,-0.989199815441341
-13.0789,0.002214,-0.00206,0.001151,-0.001209,0.002909,-0.002572,0.005481,-0.0716854509,0.0565181115,-0.990208623057241
-13.0649,0.002022,-0.001882,0.001301,-0.001366,0.002893,-0.002562,0.005455,-0.0712690295,0.0565946635,-0.991209304420041
-13.0509,0.001847,-0.001719,0.00147,-0.001541,0.002891,-0.002565,0.005456,-0.0712057104,0.0566710405,-0.992206627599341
-13.0359,0.001687,-0.001572,0.001656,-0.001735,0.002904,-0.00258,0.005484,-0.0714888756,0.0567530905,-0.993276836994341
-13.0219,0.001544,-0.00144,0.001863,-0.001949,0.002932,-0.002609,0.005541,-0.0721543479,0.0568302655,-0.994282339558841
-13.0079,0.001416,-0.001322,0.00209,-0.002183,0.002973,-0.00265,0.005623,-0.0731434217,0.0569084135,-0.995299423946041
-12.9939,0.001301,-0.001217,0.002338,-0.002438,0.003029,-0.002704,0.005733,-0.0744940287,0.0569879055,-0.996332886098841
-12.9789,0.001201,-0.001125,0.002606,-0.002713,0.003099,-0.00277,0.005869,-0.0761731641,0.0570749205,-0.997462890044841
-12.9649,0.001113,-0.001045,0.002894,-0.003007,0.003181,-0.002848,0.006029,-0.0781653821,0.0571582065,-0.998543259868241
-12.9509,0.001036,-9.77E-4,0.003201,-0.003322,0.003276,-0.002938,0.006214,-0.0804768926,0.0572439075,-0.999653755791141
-12.9369,9.752E-4,-9.167E-4,0.00353,-0.003649,0.003386,-0.003035,0.006421,-0.0830678349,0.0573323525,-1.00079856888364
