,,,,,,,,,Integrated Y1,Integrated Y2
,,,,,,,,,"Integrate of H x=(-21.8409,-0.0009) Area = 6.25841","Integrate of I x=(-21.8409,-0.0009) Area = -16.0513"
-8.7909,0.002925,-0.002634,0.004235,-0.00424,0.03083,-0.02318,0.05401,-0.474796509,0.1597270765,-2.04087352000024
-8.7769,0.002877,-0.002606,0.004109,-0.004122,0.03036,-0.02284,0.0532,-0.46693108,0.1604775465,-2.04746561312324
-8.7619,0.002874,-0.002581,0.004003,-0.004022,0.02984,-0.02247,0.05231,-0.458334989,0.1612688715,-2.05440510864074
-8.7479,0.002877,-0.002573,0.003913,-0.003939,0.02922,-0.02203,0.05125,-0.448329875,0.1619937915,-2.06075176268874
-8.7339,0.002886,-0.002569,0.00384,-0.003869,0.02857,-0.02153,0.0501,-0.43756839,0.1627032415,-2.06695305054374
-8.7199,0.002899,-0.00257,0.003775,-0.003816,0.02771,-0.021,0.04871,-0.424746329,0.1633949115,-2.07298925357674
-8.7049,0.002919,-0.002577,0.00373,-0.003772,0.02683,-0.02033,0.04716,-0.410523084,0.1641139365,-2.07925377417424
-8.6909,0.002949,-0.002592,0.003701,-0.003747,0.02587,-0.01963,0.0455,-0.39543595,0.1647625565,-2.08489548741224
-8.6769,0.00299,-0.002616,0.003691,-0.003739,0.02486,-0.0189,0.04376,-0.379701144,0.1653873765,-2.09032144707024
-8.6629,0.003045,-0.002652,0.003703,-0.003751,0.02386,-0.01812,0.04198,-0.363668542,0.1659875565,-2.09552503487224
-8.6479,0.003119,-0.002705,0.003735,-0.003786,0.02274,-0.01732,0.04006,-0.346434874,0.1666028565,-2.10085081049224
-8.6339,0.003216,-0.002777,0.003796,-0.003849,0.02167,-0.01657,0.03824,-0.330160336,0.1671509565,-2.10558697696224
-8.6199,0.00334,-0.002872,0.003886,-0.003936,0.02063,-0.01573,0.03636,-0.313419564,0.1676731565,-2.11009203626224
-8.6059,0.003495,-0.002994,0.004008,-0.004056,0.01963,-0.01496,0.03459,-0.297678081,0.1681698065,-2.11436971977724
-8.5909,0.003689,-0.003149,0.004166,-0.00421,0.01878,-0.01424,0.03302,-0.283671518,0.1686768815,-2.11872984176974
-8.5769,0.003926,-0.00334,0.00436,-0.004402,0.01788,-0.01361,0.03149,-0.270086581,0.1691284515,-2.12260614846274
-8.5629,0.004231,-0.003578,0.004596,-0.004632,0.01726,-0.01298,0.03024,-0.258942096,0.1695605615,-2.12630934920174
-8.5489,0.004562,-0.003873,0.00487,-0.004901,0.01658,-0.01253,0.02911,-0.248858479,0.1699760115,-2.12986395322674
-8.5339,0.004945,-0.004179,0.005187,-0.005209,0.01604,-0.01201,0.02805,-0.239375895,0.1704047115,-2.13352571103174
-8.5199,0.005404,-0.004562,0.005546,-0.005559,0.01569,-0.01167,0.02736,-0.233104464,0.1707925815,-2.13683307354474
-8.5059,0.005931,-0.005003,0.005946,-0.005948,0.01548,-0.01142,0.0269,-0.22880871,0.1711724015,-2.14006646576274
-8.4919,0.006531,-0.005507,0.006384,-0.006373,0.01541,-0.01127,0.02668,-0.226563892,0.1715474615,-2.14325407397674
-8.4769,0.007207,-0.006077,0.006856,-0.00683,0.01548,-0.01122,0.0267,-0.22633323,0.1719478115,-2.14665080239174
-8.4629,0.007964,-0.006717,0.007358,-0.007315,0.0157,-0.01127,0.02697,-0.228244413,0.1723235015,-2.14983284589274
-8.4489,0.008797,-0.007423,0.007883,-0.00782,0.01606,-0.01142,0.02748,-0.232175772,0.1727046515,-2.15305578718774
-8.4349,0.009718,-0.008207,0.008425,-0.008339,0.01656,-0.01167,0.02823,-0.238117227,0.1730946215,-2.15634783818074
-8.4199,0.01072,-0.009065,0.008973,-0.008862,0.0172,-0.01201,0.02921,-0.245945279,0.1735254215,-2.15997830697574
-8.4059,0.01181,-0.009995,0.009521,-0.009382,0.01797,-0.01244,0.03041,-0.255623419,0.1739427615,-2.16348928786174
-8.3919,0.01297,-0.01099,0.01006,-0.009888,0.01887,-0.01296,0.03183,-0.267114177,0.1743784415,-2.16714845103374
-8.3779,0.0142,-0.01205,0.01057,-0.01037,0.01989,-0.01355,0.03344,-0.280156976,0.1748353315,-2.17097934910474
-8.3629,0.01549,-0.01317,0.01106,-0.01082,0.02104,-0.01424,0.03528,-0.295043112,0.1753507315,-2.17529334976474
-8.3489,0.01682,-0.01434,0.01151,-0.01123,0.02229,-0.015,0.03729,-0.311330481,0.1758587215,-2.17953796491574
-8.3349,0.01819,-0.01554,0.01191,-0.01159,0.02363,-0.01581,0.03944,-0.328728456,0.1763958315,-2.18401837747474
-8.3209,0.01958,-0.01675,0.01225,-0.01189,0.0251,-0.0167,0.0418,-0.34781362,0.1769645115,-2.18875417200674
-8.3059,0.02097,-0.01799,0.01254,-0.01214,0.0266,-0.01766,0.04426,-0.367619134,0.1776099615,-2.19411991766174
-8.2919,0.02237,-0.01921,0.01276,-0.01233,0.02822,-0.01865,0.04687,-0.388641353,0.1782478715,-2.19941374107074
-8.2779,0.02376,-0.02041,0.01293,-0.01245,0.02994,-0.01969,0.04963,-0.410832177,0.1789233715,-2.20501005578074
-8.2639,0.02498,-0.02169,0.01303,-0.01253,0.0316,-0.02086,0.05246,-0.433524194,0.1796380015,-2.21092055037774
-8.2489,0.02623,-0.02271,0.01309,-0.01254,0.03341,-0.02195,0.05536,-0.456659104,0.1804466515,-2.21759692511274
-8.2349,0.02736,-0.02377,0.01308,-0.01251,0.03548,-0.02313,0.05861,-0.482647489,0.1812444415,-2.22417207126374
-8.2209,0.02844,-0.02475,0.01302,-0.01243,0.03715,-0.02439,0.06154,-0.505914186,0.1820854915,-2.23109200298874
-8.2069,0.02933,-0.02564,0.01292,-0.01232,0.03897,-0.02577,0.06474,-0.531314706,0.1829694515,-2.23835260523274
-8.1919,0.03014,-0.02639,0.01278,-0.01218,0.04085,-0.02686,0.06771,-0.554673549,0.1839628265,-2.24649751714524
-8.1779,0.03081,-0.02707,0.01261,-0.01202,0.04269,-0.02816,0.07085,-0.579404215,0.1849327465,-2.25443606149324
-8.1639,0.03132,-0.02761,0.01242,-0.01183,0.04451,-0.02941,0.07392,-0.603475488,0.1859461365,-2.26271621941424
-8.1499,0.03169,-0.02801,0.01217,-0.0116,0.04624,-0.03063,0.07687,-0.626482813,0.1870016665,-2.27132592752124
-8.1359,0.03191,-0.02829,0.01192,-0.01137,0.04793,-0.03183,0.07976,-0.648919384,0.1880980765,-2.28025374290024
-8.1209,0.03196,-0.02843,0.01163,-0.01114,0.04951,-0.033,0.08251,-0.670055459,0.1893151015,-2.29014605422274
-8.1069,0.03187,-0.02843,0.01132,-0.01087,0.05099,-0.0341,0.08509,-0.689816121,0.1904883015,-2.29966515528274
-8.0929,0.03162,-0.02829,0.01102,-0.01061,0.05236,-0.03512,0.08748,-0.707966892,0.1916962915,-2.30944963637374
-8.0789,0.03123,-0.02804,0.01067,-0.01033,0.05353,-0.03605,0.08958,-0.723707862,0.1929357115,-2.31947135965174
-8.0639,0.03067,-0.0276,0.0103,-0.01002,0.05458,-0.03686,0.09144,-0.737363016,0.1942933615,-2.33042939123674
-8.0499,0.03,-0.02708,0.009934,-0.009715,0.05549,-0.03759,0.09308,-0.749284692,0.1955850015,-2.34083592519274
-8.0359,0.0292,-0.02642,0.009551,-0.009394,0.05623,-0.0382,0.09443,-0.758830037,0.1968975715,-2.35139272829574
-8.0219,0.02831,-0.02566,0.009162,-0.009063,0.05685,-0.03871,0.09556,-0.766572764,0.1982275015,-2.36207054790274
-8.0069,0.02733,-0.02483,0.008759,-0.008715,0.05731,-0.03909,0.0964,-0.77186516,0.1996672015,-2.37360883233274
-7.9929,0.02629,-0.02392,0.008358,-0.008366,0.05766,-0.03938,0.09704,-0.775631016,0.2010212815,-2.38444130556474
-7.9789,0.02519,-0.02295,0.007958,-0.008011,0.0579,-0.03959,0.09749,-0.777862961,0.2023829915,-2.39531576340374
-7.9649,0.02412,-0.02196,0.007561,-0.007655,0.05818,-0.03973,0.09791,-0.779843359,0.2037507915,-2.40621970764374
-7.9499,0.02298,-0.02096,0.00717,-0.007299,0.05822,-0.03985,0.09807,-0.779646693,0.2052206415,-2.41791588303374
-7.9359,0.02188,-0.01995,0.006789,-0.006947,0.05824,-0.03982,0.09806,-0.778194354,0.2065935515,-2.42882077036274
-7.9219,0.02082,-0.01898,0.006426,-0.006608,0.05827,-0.03981,0.09808,-0.776979952,0.2079665315,-2.43970699050474
-7.9079,0.01978,-0.018,0.006075,-0.006275,0.05823,-0.03974,0.09797,-0.774736963,0.2093388815,-2.45056900890974
-7.8929,0.01883,-0.01711,0.005745,-0.005959,0.0582,-0.03967,0.09787,-0.772478123,0.2108076815,-2.46217312205474
-7.8789,0.01797,-0.01628,0.005444,-0.005668,0.05819,-0.0396,0.09779,-0.770477631,0.2121773015,-2.47297381233274
-7.8649,0.0172,-0.01554,0.005164,-0.005394,0.05817,-0.03952,0.09769,-0.768322081,0.2135456615,-2.48374541031674
-7.8509,0.01654,-0.01489,0.004917,-0.005149,0.05812,-0.03944,0.09756,-0.765933804,0.2149124115,-2.49448520151174
-7.8359,0.01599,-0.01433,0.0047,-0.004932,0.05806,-0.03935,0.09741,-0.763295019,0.2163746865,-2.50595441768424
-7.8219,0.01554,-0.01387,0.004518,-0.004747,0.05801,-0.03926,0.09727,-0.760836213,0.2177374465,-2.51662333630824
-7.8079,0.01521,-0.01351,0.004371,-0.004594,0.05791,-0.03914,0.09705,-0.757756695,0.2190976865,-2.52725348666424
-7.7939,0.015,-0.01325,0.004261,-0.004477,0.0578,-0.03902,0.09682,-0.754605398,0.2204547765,-2.53784002131524
-7.7789,0.01489,-0.01309,0.004188,-0.004395,0.05765,-0.03887,0.09652,-0.750819428,0.2219048265,-2.54913070751024
-7.7649,0.01491,-0.01303,0.004156,-0.004352,0.05751,-0.03872,0.09623,-0.747216327,0.2232540765,-2.55961695779524
-7.7509,0.01504,-0.01309,0.004185,-0.004367,0.05735,-0.03856,0.09591,-0.743388819,0.2245990565,-2.57005119381724
-7.7369,0.01527,-0.01323,0.004235,-0.004402,0.05723,-0.0384,0.09563,-0.739879747,0.2259398365,-2.58043407377924
-7.7219,0.01562,-0.01347,0.004317,-0.004472,0.05713,-0.03826,0.09539,-0.736592041,0.2273724865,-2.59150761218924
-7.7079,0.01609,-0.01382,0.004461,-0.004599,0.05715,-0.03816,0.09531,-0.734639949,0.2287073865,-2.60180623611924
-7.6939,0.01669,-0.01427,0.004633,-0.004749,0.05732,-0.03813,0.09545,-0.734382755,0.2300427065,-2.61208939504724
-7.6799,0.01743,-0.01484,0.004867,-0.004961,0.05764,-0.03819,0.09583,-0.735964817,0.2313816665,-2.62238182805124
-7.6649,0.01827,-0.01559,0.005139,-0.005225,0.05821,-0.03842,0.09663,-0.740659287,0.2328251165,-2.63345650883124
-7.6509,0.0192,-0.01631,0.005438,-0.0055,0.05897,-0.03874,0.09771,-0.747569439,0.2341854965,-2.64387410991324
-7.6369,0.02029,-0.01721,0.005794,-0.005834,0.06007,-0.03926,0.09933,-0.758573277,0.2355647765,-2.65441710892524
-7.6229,0.02149,-0.01822,0.00619,-0.006209,0.0615,-0.04,0.1015,-0.77372435,0.2369705865,-2.66514319231424
-7.6079,0.0228,-0.01934,0.006625,-0.006622,0.0632,-0.04094,0.10414,-0.792286706,0.2385128865,-2.67688827523424
-7.5939,0.0242,-0.02055,0.007096,-0.00707,0.06527,-0.04211,0.10738,-0.815432982,0.2399935265,-2.68814231305024
-7.5799,0.02568,-0.02185,0.007596,-0.007548,0.06758,-0.04351,0.11109,-0.842051091,0.2415228165,-2.69974470156124
-7.5659,0.02721,-0.02321,0.008129,-0.008056,0.0702,-0.04509,0.11529,-0.872272611,0.2431074765,-2.71174496747524
-7.5509,0.02877,-0.0246,0.008689,-0.008589,0.07303,-0.04689,0.11992,-0.905503928,0.2448715515,-2.72507829151774
-7.5369,0.0303,-0.02602,0.009265,-0.009141,0.07597,-0.04884,0.12481,-0.940680489,0.2465846615,-2.73800158243674
-7.5229,0.0318,-0.02743,0.009863,-0.009708,0.07904,-0.0509,0.12994,-0.977525626,0.2483679115,-2.75142902524174
-7.5089,0.03319,-0.02878,0.01046,-0.01028,0.082,-0.05302,0.13502,-1.013851678,0.2502226315,-2.76536866636974
-7.4939,0.0345,-0.03003,0.01108,-0.01085,0.08497,-0.05513,0.1401,-1.04989539,0.2522860315,-2.78084676937974
-7.4799,0.03564,-0.03122,0.01172,-0.01144,0.08791,-0.05725,0.14516,-1.085782284,0.2542828515,-2.79579651309774
-7.4659,0.03661,-0.03223,0.01235,-0.012,0.09052,-0.05922,0.14974,-1.117943866,0.2563471515,-2.81122259614774
-7.4519,0.03738,-0.03313,0.0129,-0.01258,0.0924,-0.06109,0.15349,-1.143792131,0.2584697615,-2.82705474812674
-7.4369,0.03796,-0.03383,0.01349,-0.01316,0.09419,-0.06301,0.1572,-1.16908068,0.2607999365,-2.84440129420924
-7.4229,0.03834,-0.03434,0.01405,-0.01361,0.09557,-0.0641,0.15967,-1.185214443,0.2630180265,-2.86088136007024
-7.4089,0.03851,-0.03469,0.01457,-0.01407,0.09645,-0.06518,0.16163,-1.197500507,0.2652671265,-2.87756036472024
-7.3949,0.03851,-0.03486,0.01506,-0.0145,0.09692,-0.06592,0.16284,-1.204185516,0.2675384165,-2.89437216688124
-7.3799,0.03833,-0.03485,0.01551,-0.01488,0.09691,-0.06636,0.16327,-1.204916273,0.2699842415,-2.91244043029874
-7.3659,0.03799,-0.03472,0.0159,-0.01522,0.09651,-0.06645,0.16296,-1.200347064,0.2722678515,-2.92927727365774
-7.3519,0.03753,-0.03443,0.01619,-0.01545,0.09576,-0.06622,0.16198,-1.190860762,0.2745424315,-2.94601572843974
-7.3379,0.03698,-0.03403,0.01643,-0.01562,0.09465,-0.06571,0.16036,-1.176705644,0.2767988115,-2.96258869328174
-7.3229,0.03635,-0.03355,0.0166,-0.01573,0.09334,-0.06491,0.15825,-1.158848925,0.2791883865,-2.98010535254924
-7.3089,0.03569,-0.03301,0.01668,-0.01577,0.09177,-0.06389,0.15566,-1.137703374,0.2813857565,-2.99618121864224
-7.2949,0.03499,-0.03243,0.01669,-0.01573,0.09012,-0.06272,0.15284,-1.114952516,0.2835452565,-3.01194980987224
-7.2809,0.03429,-0.03182,0.01663,-0.01563,0.08831,-0.06136,0.14967,-1.089732303,0.2856628265,-3.02738260360524
-7.2659,0.03359,-0.0312,0.0165,-0.01546,0.08653,-0.05993,0.14646,-1.064163714,0.2878838015,-3.04353682373274
-7.2519,0.03293,-0.03057,0.01632,-0.01524,0.08489,-0.05841,0.1433,-1.03919727,0.2899121215,-3.05826035062074
-7.2379,0.03227,-0.02994,0.01609,-0.01496,0.08332,-0.05687,0.14019,-1.014681201,0.2918965515,-3.07263749991774
-7.2239,0.0316,-0.02934,0.0158,-0.01468,0.08144,-0.0553,0.13674,-0.987796086,0.2938350615,-3.08665484092674
-7.2089,0.03093,-0.02873,0.01546,-0.01436,0.07961,-0.05375,0.13336,-0.961378904,0.2958608115,-3.10127365335174
-7.1949,0.0303,-0.02821,0.01514,-0.01411,0.07791,-0.05261,0.13052,-0.939078348,0.2977079715,-3.11457685411574
-7.1809,0.02974,-0.02759,0.01484,-0.01375,0.07643,-0.05085,0.12728,-0.913984952,0.2995125715,-3.12754829721574
-7.1669,0.02914,-0.02703,0.01455,-0.01347,0.07492,-0.04938,0.1243,-0.89084567,0.3012736315,-3.14018211156974
-7.1519,0.02855,-0.02648,0.01429,-0.01322,0.07347,-0.04797,0.12144,-0.868526736,0.3031166815,-3.15337740461474
-7.1379,0.02797,-0.02603,0.01409,-0.01303,0.07213,-0.04663,0.11876,-0.847697004,0.3047980815,-3.16539097079474
-7.1239,0.0274,-0.02552,0.01395,-0.01289,0.07086,-0.04536,0.11622,-0.827939658,0.3064429415,-3.17712042742874
-7.1099,0.02687,-0.02498,0.01388,-0.01281,0.06974,-0.04403,0.11377,-0.808893323,0.3080528715,-3.18857825829574
-7.0959,0.02636,-0.02451,0.01389,-0.01281,0.06873,-0.04286,0.11159,-0.791831481,0.3096303915,-3.19978333192374
-7.0809,0.0259,-0.02409,0.01396,-0.01286,0.06786,-0.04177,0.10963,-0.776279067,0.3112895415,-3.21154416103374
-7.0669,0.0255,-0.02369,0.01411,-0.01299,0.06716,-0.04076,0.10792,-0.762659848,0.3128123915,-3.22231673343874
-7.0529,0.02515,-0.02335,0.01434,-0.01321,0.06665,-0.03989,0.10654,-0.751415966,0.3143136115,-3.23291526413674
-7.0389,0.02488,-0.02305,0.01463,-0.01346,0.06635,-0.03911,0.10546,-0.742322394,0.3157976115,-3.24337143265674
-7.0239,0.02468,-0.02287,0.015,-0.01379,0.0663,-0.03851,0.10481,-0.736174959,0.3173746365,-3.25446016280424
-7.0099,0.02458,-0.02271,0.01543,-0.01418,0.06657,-0.03805,0.10462,-0.733375738,0.3188406465,-3.26474701768324
-6.9959,0.02455,-0.02267,0.01592,-0.01461,0.06715,-0.03781,0.10496,-0.734289664,0.3203077065,-3.27502067549724
-6.9819,0.02462,-0.02268,0.01643,-0.01507,0.06801,-0.03773,0.10574,-0.738266106,0.3217826065,-3.28532856588724
-6.9669,0.02477,-0.02279,0.01698,-0.01558,0.06926,-0.03791,0.10717,-0.746642673,0.3233794315,-3.29646538172974
-6.9529,0.02496,-0.02295,0.01754,-0.01607,0.07083,-0.03826,0.10909,-0.758491861,0.3248932515,-3.30700132346774
-6.9389,0.02524,-0.02319,0.01814,-0.01659,0.07284,-0.03887,0.11171,-0.775144519,0.3264388515,-3.31773677812774
-6.9249,0.02553,-0.02345,0.0187,-0.01708,0.0752,-0.03968,0.11488,-0.795532512,0.3280249815,-3.32873151734474
-6.9099,0.02586,-0.02376,0.01929,-0.01759,0.07802,-0.04079,0.11881,-0.820965219,0.3297776565,-3.34085525032724
-6.8959,0.02621,-0.0241,0.01986,-0.01808,0.08118,-0.04212,0.1233,-0.85026447,0.3314724265,-3.35255385815024
-6.8819,0.02656,-0.02445,0.02044,-0.01857,0.08483,-0.04373,0.12856,-0.884737064,0.3332354465,-3.36469886888824
-6.8679,0.02691,-0.02482,0.02101,-0.01906,0.0888,-0.0456,0.1344,-0.92304576,0.3350761665,-3.37735334865624
-6.8529,0.02724,-0.02516,0.0216,-0.01957,0.09325,-0.04772,0.14097,-0.966053313,0.3371414415,-3.39152159170374
-6.8389,0.02756,-0.02553,0.02219,-0.02008,0.09805,-0.0501,0.14815,-1.013183035,0.3391652815,-3.40537624613974
-6.8249,0.02784,-0.02586,0.02282,-0.02063,0.1032,-0.05278,0.15598,-1.064547902,0.3412941915,-3.41992036269874
-6.8109,0.02813,-0.02618,0.02347,-0.0212,0.1087,-0.05565,0.16435,-1.119371415,0.3435365015,-3.43520779791774
-6.7959,0.02841,-0.0265,0.02417,-0.02183,0.1146,-0.0588,0.1734,-1.17840906,0.3460696265,-3.45244115148024
-6.7819,0.02867,-0.02681,0.0249,-0.02251,0.1206,-0.06219,0.18279,-1.239663501,0.3485629565,-3.46936765940724
-6.7679,0.02894,-0.0271,0.02568,-0.02324,0.1268,-0.06571,0.19251,-1.302888429,0.3511900565,-3.48716552291724
-6.7539,0.0292,-0.0274,0.02649,-0.02402,0.1332,-0.06944,0.20264,-1.368610296,0.3539561065,-3.50586601399224
-6.7389,0.02947,-0.02768,0.02734,-0.02485,0.1397,-0.07332,0.21302,-1.435520478,0.3570735565,-3.52689699479724
-6.7249,0.02975,-0.02794,0.0282,-0.02572,0.1461,-0.07725,0.22335,-1.502006415,0.3601281465,-3.54745968304824
-6.7109,0.03005,-0.0282,0.02908,-0.02663,0.1525,-0.08127,0.23377,-1.568807093,0.3633279865,-3.56895537760424
-6.6969,0.03035,-0.02845,0.02995,-0.02754,0.1588,-0.08527,0.24407,-1.634512383,0.3666728665,-3.59137861393624
-6.6819,0.03069,-0.02868,0.0308,-0.02845,0.1649,-0.08923,0.25413,-1.698071247,0.3704093665,-3.61637299116124
-6.6679,0.03103,-0.02891,0.03163,-0.02934,0.1707,-0.09311,0.26381,-1.759058699,0.3740349465,-3.64057290078324
-6.6539,0.03142,-0.02911,0.03241,-0.03019,0.1764,-0.09692,0.27332,-1.818643948,0.3777948565,-3.66561681931224
-6.6399,0.03189,-0.02933,0.03315,-0.031,0.1819,-0.1006,0.2825,-1.87577175,0.3816855965,-3.69147772919824
-6.6249,0.03239,-0.02959,0.03384,-0.03175,0.1872,-0.1042,0.2914,-1.93049586,0.3859898465,-3.72002473627324
-6.6109,0.03294,-0.02983,0.03447,-0.03242,0.1924,-0.1076,0.3,-1.98327,0.3901296465,-3.74742109729324
-6.5969,0.03358,-0.03012,0.03505,-0.03302,0.1975,-0.1109,0.3084,-2.03448396,0.3943884465,-3.77554537501324
-6.5829,0.0343,-0.03047,0.03558,-0.03356,0.2026,-0.1142,0.3168,-2.08546272,0.3987648465,-3.80438500177324
-6.5679,0.03513,-0.03088,0.03606,-0.03403,0.2076,-0.1175,0.3251,-2.13522429,0.4035790965,-3.83604015434824
-6.5539,0.03604,-0.03139,0.03649,-0.03443,0.2126,-0.1208,0.3334,-2.18507026,0.4081885965,-3.86628221619824
-6.5399,0.03704,-0.032,0.03688,-0.03479,0.2175,-0.1241,0.3416,-2.23402984,0.4129135965,-3.89721591689824
-6.5259,0.03812,-0.0327,0.03723,-0.03511,0.2223,-0.1275,0.3498,-2.28275982,0.4177533965,-3.92883344451824
-6.5109,0.03927,-0.03353,0.03752,-0.03538,0.2269,-0.131,0.3579,-2.33025111,0.4230611465,-3.96343102649324
-6.4969,0.04051,-0.03446,0.03775,-0.03562,0.2312,-0.1345,0.3657,-2.37591633,0.4281263465,-3.99637419857324
-6.4829,0.04171,-0.03553,0.03792,-0.03583,0.2351,-0.1381,0.3732,-2.41941828,0.4332986465,-4.02994154084324
-6.4689,0.04292,-0.03667,0.03801,-0.03601,0.2381,-0.1416,0.3797,-2.45624133,0.4385689465,-4.06407115811324
-6.4539,0.04408,-0.03787,0.03801,-0.03614,0.2405,-0.1449,0.3854,-2.48733306,0.4443071965,-4.10114796603824
-6.4399,0.04519,-0.03913,0.03792,-0.03623,0.2418,-0.148,0.3898,-2.51027302,0.4497335965,-4.13613120859824
-6.4259,0.04617,-0.0404,0.03771,-0.03626,0.2421,-0.1507,0.3928,-2.52409352,0.4552117965,-4.17137177437824
-6.4119,0.04703,-0.04163,0.03741,-0.0362,0.2412,-0.153,0.3942,-2.52757098,0.4607207965,-4.20673342587824
-6.3969,0.04768,-0.04285,0.03698,-0.03609,0.239,-0.1546,0.3936,-2.51781984,0.4666292965,-4.24457385702824
-6.3829,0.04817,-0.04393,0.03647,-0.03586,0.2359,-0.1554,0.3913,-2.49762877,0.4721235965,-4.27968199729824
-6.3689,0.04841,-0.04492,0.03583,-0.03557,0.2314,-0.1557,0.3871,-2.46540119,0.4775723965,-4.31442320701824
-6.3549,0.04844,-0.0457,0.03515,-0.03514,0.226,-0.1549,0.3809,-2.42058141,0.4829483965,-4.34862508521824
-6.3399,0.0482,-0.04631,0.03435,-0.03465,0.2196,-0.1534,0.373,-2.3647827,0.4886026465,-4.38451531604324
-6.3259,0.04776,-0.04668,0.03353,-0.03404,0.2125,-0.151,0.3635,-2.29946465,0.4937581465,-4.41716504749324
-6.3119,0.04708,-0.04682,0.03265,-0.03335,0.205,-0.148,0.353,-2.2281007,0.4987736465,-4.44885800494324
-6.2979,0.0462,-0.04671,0.03172,-0.03256,0.1969,-0.1441,0.341,-2.1475839,0.5036316465,-4.47948779714324
-6.2829,0.04513,-0.04637,0.03077,-0.0317,0.1888,-0.1398,0.3286,-2.06456094,0.5086536465,-4.51107888344324
-6.2689,0.04391,-0.04579,0.02986,-0.03085,0.1806,-0.135,0.3156,-1.97846484,0.5131630465,-4.53938006390324
-6.2549,0.04255,-0.045,0.02886,-0.02987,0.1726,-0.1298,0.3024,-1.89148176,0.5174890465,-4.56646969010324
-6.2409,0.04108,-0.044,0.02787,-0.02886,0.1648,-0.1243,0.2891,-1.80424419,0.5216295465,-4.59233977175324
-6.2259,0.03955,-0.04284,0.02689,-0.02786,0.1574,-0.1188,0.2762,-1.71959358,0.5258692965,-4.61876855502824
-6.2119,0.03797,-0.04154,0.02592,-0.02683,0.1504,-0.1133,0.2637,-1.63807803,0.5296485965,-4.64227225629824
-6.1979,0.03637,-0.04013,0.02494,-0.02581,0.1439,-0.1079,0.2518,-1.56063122,0.5332570965,-4.66466322104824
-6.1839,0.03478,-0.03865,0.02397,-0.02478,0.138,-0.1027,0.2407,-1.48846473,0.5367045965,-4.68600689269824
-6.1689,0.03322,-0.03712,0.023,-0.02376,0.1326,-0.09772,0.23032,-1.420821048,0.5402372465,-4.70782653603324
-6.1549,0.0317,-0.03556,0.02202,-0.02274,0.1279,-0.09301,0.22091,-1.359678959,0.5433958565,-4.72729003608224
-6.1409,0.03025,-0.03402,0.02104,-0.02174,0.1236,-0.08864,0.21224,-1.303344616,0.5464279065,-4.74593120110724
-6.1269,0.02886,-0.03249,0.02007,-0.02074,0.1203,-0.08463,0.20493,-1.255585617,0.5493480965,-4.76384371273824
-6.1119,0.02757,-0.03102,0.0191,-0.01976,0.1172,-0.08094,0.19814,-1.211011866,0.5523711215,-4.78234319386074
-6.0979,0.02637,-0.0296,0.01814,-0.0188,0.1144,-0.07763,0.19203,-1.170979737,0.5551023115,-4.79901713508174
-6.0839,0.02527,-0.02826,0.0172,-0.01785,0.1123,-0.07468,0.18698,-1.137567622,0.5577553815,-4.81517696659474
-6.0699,0.02426,-0.027,0.01627,-0.01693,0.1105,-0.07239,0.18289,-1.110124011,0.5603444715,-4.83091080802574
-6.0549,0.02336,-0.02582,0.01537,-0.01604,0.1093,-0.07009,0.17939,-1.086188511,0.5630615715,-4.84738315194074
-6.0409,0.02259,-0.02476,0.01452,-0.01517,0.1085,-0.06801,0.17651,-1.066279259,0.5655528715,-4.86245042633074
-6.0269,0.02191,-0.0238,0.01369,-0.01434,0.108,-0.06638,0.17438,-1.050970822,0.5680091015,-4.87727117689774
-6.0129,0.02139,-0.02296,0.01293,-0.01354,0.108,-0.06497,0.17297,-1.040051313,0.5704405515,-4.89190833184274
-5.9989,0.02104,-0.02224,0.01221,-0.01281,0.1083,-0.06398,0.17228,-1.033490492,0.5728573015,-4.90642312447774
-5.9839,0.02065,-0.02165,0.01156,-0.01211,0.1087,-0.06316,0.17186,-1.028393054,0.5754383515,-4.92188725107274
-5.9699,0.02048,-0.02119,0.01097,-0.01149,0.1096,-0.06268,0.17228,-1.028494372,0.5778473315,-4.93628546305474
-5.9559,0.02043,-0.02085,0.01047,-0.01091,0.1108,-0.06236,0.17316,-1.031323644,0.5802654115,-4.95070418916674
-5.9419,0.0205,-0.02072,0.01003,-0.01044,0.1122,-0.06237,0.17457,-1.037277483,0.5826995215,-4.96518439705574
-5.9269,0.02075,-0.02062,0.009688,-0.009994,0.1141,-0.06249,0.17659,-1.046631271,0.5853332215,-4.98081371271074
-5.9129,0.02104,-0.0207,0.009431,-0.009646,0.116,-0.06285,0.17885,-1.057522165,0.5878213015,-4.99554278676274
-5.8989,0.02151,-0.02092,0.009255,-0.009377,0.1182,-0.06339,0.18159,-1.071181251,0.5903443815,-5.01044371067474
-5.8849,0.02198,-0.02129,0.009153,-0.009194,0.1205,-0.06413,0.18463,-1.086529087,0.5929079215,-5.02554768304074
-5.8699,0.02259,-0.0218,0.009155,-0.009091,0.1231,-0.06497,0.18807,-1.103952093,0.5957031715,-5.04197629189074
-5.8559,0.02333,-0.0224,0.009235,-0.009068,0.1256,-0.06594,0.19154,-1.121639086,0.5983604415,-5.05755543014374
-5.8419,0.02401,-0.023,0.009404,-0.009126,0.1282,-0.06695,0.19515,-1.140046785,0.6010672715,-5.07338723124074
