,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Y1,Integrated Y2,Integrated Y3,Integrated Y4,Integrated Y5,Integrated Y6,Integrated Y7,Integrated Y8,Integrated Y9,Integrated Y10,Integrated Y11,Integrated Y12,,,,,Integrated Y13,Integrated Y14
,s,,py,,pz,,px,,dxy,,dyz,,dz2,,dxz,,dx2-dy2,,t2g,,eg,,t2g_tot,eg_tot,t2g*E,eg*E,t2g_up*E,t2g_down*E,eg_up*E,eg_down*E,"Integrate of T x=(-21.6803,-0.0143) Area = 2.24703","Integrate of U x=(-21.6803,-0.0143) Area = -1.44937","Integrate of V x=(-21.6803,-0.0143) Area = 1.83374","Integrate of W x=(-21.6803,-0.0143) Area = -1.75636","Integrate of X x=(-21.6803,-0.0143) Area = 3.69639","Integrate of Y x=(-21.6803,-0.0143) Area = 3.5901","Integrate of Z x=(-21.6803,-0.0143) Area = -9.45528","Integrate of AA x=(-21.6803,-0.0143) Area = -4.84644","Integrate of AB x=(-21.6803,-0.0143) Area = -5.82819","Integrate of AC x=(-21.6803,-0.0143) Area = 3.62708","Integrate of AD x=(-21.6803,-0.0143) Area = -2.9336","Integrate of AE x=(-21.6803,-0.0143) Area = 1.91283",,,,,"Integrate of AT x=(-21.6803,-0.0143) Area = 4.52036","Integrate of AU x=(-21.6803,-0.0143) Area = -6.19123"
-18.4753,9.567E-4,-9.611E-4,0.001634,-0.001674,1E-8,-1E-8,1.229E-4,-1.226E-4,9.977E-4,-0.001076,1E-8,-1E-8,2.69E-4,-2.703E-4,2E-8,-2E-8,6.155E-5,-6.149E-5,9.9773E-4,-0.00107603,3.3055E-4,-3.3179E-4,0.00207376,6.6234E-4,-0.038313338128,-0.012236930202,-0.018433361069,0.019879977059,-0.006107010415,0.006129919787,0.00946253066499998,-0.00920691378999998,0.00414593302,-0.004134582725,0.018669444455,0.008280515745,-0.355883558966816,-0.165782582811893,-0.180419049956049,0.175464509010767,-0.0830265153723059,0.0827560674395875,2.6903E-4,-2.7033E-4,5.3936E-4,-0.009964837808,0.00797186719,-0.159650034410642
-18.4613,8.764E-4,-8.805E-4,0.001518,-0.001554,1E-8,-1E-8,1.212E-4,-1.209E-4,8.831E-4,-9.506E-4,1E-8,-1E-8,2.464E-4,-2.477E-4,2E-8,-2E-8,5.679E-5,-5.672E-5,8.8313E-4,-9.5063E-4,3.0319E-4,-3.0442E-4,0.00183376,6.0761E-4,-0.033853593488,-0.011217270493,-0.016303727869,0.017549865619,-0.005597281547,0.005619988946,0.00947569668499998,-0.00922110040999998,0.0041503692,-0.004139036195,0.018696797095,0.008289405395,-0.356388727488128,-0.165946762216758,-0.180662209578615,0.175726517909513,-0.0831084454160399,0.0828383168007185,2.4643E-4,-2.4773E-4,4.9416E-4,-0.009122836008,0.00797910182999999,-0.159783648127354
-18.4463,7.995E-4,-8.034E-4,0.001403,-0.001435,1E-8,-1E-8,1.223E-4,-1.22E-4,7.83E-4,-8.41E-4,1E-8,-1E-8,2.248E-4,-2.26E-4,1E-8,-2E-8,5.316E-5,-5.305E-5,7.8302E-4,-8.4103E-4,2.7796E-4,-2.7905E-4,0.00162405,5.5701E-4,-0.029957713515,-0.010274773563,-0.014443821826,0.015513891689,-0.005127333548,0.005147440015,0.00948819280999998,-0.00923453785999998,0.004154727825,-0.00414341222,0.01872273067,0.008298140045,-0.35686731229065,-0.166107952547178,-0.180892816201328,0.175974496089323,-0.0831888800292524,0.082919072517926,2.2482E-4,-2.2603E-4,4.5085E-4,-0.008316514355,0.00798618940499999,-0.159914443255076
-18.4323,7.27E-4,-7.306E-4,0.001288,-0.001316,1E-8,-1E-8,1.233E-4,-1.231E-4,6.942E-4,-7.44E-4,1E-8,-1E-8,2.045E-4,-2.055E-4,1E-8,-1E-8,4.908E-5,-4.894E-5,6.9422E-4,-7.4402E-4,2.5358E-4,-2.5444E-4,0.00143824,5.0802E-4,-0.026510071152,-0.009363977046,-0.012796071306,0.013713999846,-0.004674062634,0.004689914412,0.00949853348999998,-0.00924563320999998,0.004158448605,-0.00414714665,0.0187441667,0.008305595255,-0.357262586783319,-0.166245423801441,-0.181083495453252,0.176179091330068,-0.0832574898025264,0.082987933998915,2.0452E-4,-2.0552E-4,4.1004E-4,-0.007557980292,0.00799221563499999,-0.160025564717605
-18.4173,6.597E-4,-6.63E-4,0.001177,-0.001202,1E-8,-1E-8,1.273E-4,-1.271E-4,6.173E-4,-6.6E-4,1E-8,-1E-8,1.855E-4,-1.865E-4,1E-8,-1E-8,4.617E-5,-4.598E-5,6.1732E-4,-6.6002E-4,2.3167E-4,-2.3248E-4,0.00127734,4.6415E-4,-0.023525153982,-0.008548389795,-0.011369367636,0.012155786346,-0.004266735891,0.004281653904,0.00950837003999998,-0.00925616350999998,0.00416208798,-0.00415079855,0.01876453355,0.00831288653,-0.357637850971824,-0.166379766552749,-0.181264736245317,0.176373114726508,-0.0833245457914639,0.083055220761285,1.8552E-4,-1.8652E-4,3.7204E-4,-0.006851972292,0.00799808123499999,-0.160133639361985
-18.4033,5.98E-4,-6.01E-4,0.001069,-0.001092,1E-8,-1E-8,1.32E-4,-1.318E-4,5.495E-4,-5.86E-4,1E-8,-1E-8,1.682E-4,-1.691E-4,1E-8,-1E-8,4.3E-5,-4.279E-5,5.4952E-4,-5.8602E-4,2.112E-4,-2.1189E-4,0.00113554,4.2309E-4,-0.020897683282,-0.007786252197,-0.010112981416,0.010784701866,-0.00388677696,0.003899475237,0.00951653791999998,-0.00926488578999998,0.00416518807,-0.00415390914,0.01878142371,0.00831909721,-0.357948810832672,-0.166494109046693,-0.181415112688681,0.176533698143992,-0.0833816203814209,0.083112488665272,1.6822E-4,-1.6912E-4,3.3734E-4,-0.006208169222,0.00800304689499999,-0.160225060352583
-18.3883,5.424E-4,-5.451E-4,9.683E-4,-9.885E-4,1E-8,-1E-8,1.399E-4,-1.397E-4,4.915E-4,-5.226E-4,1E-8,-1E-8,1.526E-4,-1.534E-4,1E-8,-1E-8,4.101E-5,-4.072E-5,4.9152E-4,-5.2262E-4,1.9361E-4,-1.9412E-4,0.00101414,3.8773E-4,-0.018648310562,-0.007129695559,-0.009038217216,0.009610093346,-0.003560158763,0.003569536796,0.00952434571999998,-0.00927320058999998,0.004168224145,-0.004156954215,0.01879754631,0.00832517836,-0.358245405786502,-0.166605978654863,-0.181558746678421,0.176686659108082,-0.0834374723993434,0.0831685062555195,1.5262E-4,-1.5342E-4,3.0604E-4,-0.005627555332,0.00800787224499999,-0.160313828286738
-18.3743,4.928E-4,-4.952E-4,8.728E-4,-8.907E-4,1E-8,-1E-8,1.492E-4,-1.489E-4,4.411E-4,-4.675E-4,1E-8,-1E-8,1.386E-4,-1.394E-4,1E-8,-1E-8,3.891E-5,-3.858E-5,4.4112E-4,-4.6752E-4,1.7751E-4,-1.7798E-4,9.0864E-4,3.5549E-4,-0.016695623952,-0.006531879907,-0.008105271216,0.008590352736,-0.003261621993,0.003270257914,0.00953087419999998,-0.00928013156999998,0.004170821985,-0.004159558915,0.01881100577,0.0083303809,-0.3584928133281,-0.166701609683125,-0.181678751097445,0.176814062230656,-0.0834852248646354,0.0832163848184895,1.3862E-4,-1.3942E-4,2.7804E-4,-0.005108790372,0.00801196080499999,-0.160388982706666
-18.3593,4.497E-4,-4.518E-4,7.855E-4,-8.014E-4,1E-8,-1E-8,1.62E-4,-1.617E-4,3.989E-4,-4.212E-4,0,-1E-8,1.265E-4,-1.272E-4,1E-8,-1E-8,3.794E-5,-3.753E-5,3.9891E-4,-4.2122E-4,1.6444E-4,-1.6473E-4,8.2013E-4,3.2917E-4,-0.015057012709,-0.006043330781,-0.007323708363,0.007733304346,-0.003019003292,0.003024327489,0.00953717442499998,-0.00928679711999998,0.00417338661,-0.00416212924,0.018823971545,0.00833551585,-0.358730958103058,-0.166795923763285,-0.181794468444287,0.176936489658771,-0.0835323295542729,0.083263594209012,1.2651E-4,-1.2722E-4,2.5373E-4,-0.004658305189,0.00801594907999999,-0.160462235923374
-18.3453,4.127E-4,-4.146E-4,7.049E-4,-7.19E-4,0,0,1.772E-4,-1.769E-4,3.633E-4,-3.821E-4,0,0,1.162E-4,-1.167E-4,1E-8,-1E-8,3.722E-5,-3.674E-5,3.6331E-4,-3.8211E-4,1.5342E-4,-1.5344E-4,7.4542E-4,3.0686E-4,-0.013674953526,-0.005629438758,-0.006665030943,0.007009922583,-0.002814535926,0.002814902832,0.00954250996499998,-0.00929242042999998,0.00417561163,-0.00416435643,0.018834930395,0.00833996806,-0.358932081866703,-0.166877633150058,-0.181892389619429,0.177039692247274,-0.0835731643287989,0.083304468821259,1.1621E-4,-1.1671E-4,2.3292E-4,-0.004272987276,0.00801935562999999,-0.160524754970629
-18.3303,3.82E-4,-3.837E-4,6.318E-4,-6.442E-4,0,0,1.957E-4,-1.954E-4,3.344E-4,-3.499E-4,0,0,1.076E-4,-1.08E-4,1E-8,-1E-8,3.711E-5,-3.654E-5,3.3441E-4,-3.4991E-4,1.4471E-4,-1.4454E-4,6.8432E-4,2.8925E-4,-0.012543790896,-0.005302039275,-0.006129835623,0.006413955273,-0.002652577713,0.002649461562,0.00954774286499998,-0.00929791057999998,0.004177847605,-0.00416659128,0.018845653445,0.008344438885,-0.359128722449868,-0.166959619235305,-0.181988351118674,0.177140371331194,-0.0836141676810914,0.083345451554214,1.0761E-4,-1.0801E-4,2.1562E-4,-0.003952379286,0.00802271967999999,-0.160586445219844
-18.3163,3.621E-4,-3.624E-4,5.664E-4,-5.773E-4,0,0,2.189E-4,-2.183E-4,3.115E-4,-3.243E-4,0,0,1.02E-4,-1.021E-4,1E-8,-1E-8,3.777E-5,-3.708E-5,3.1151E-4,-3.2431E-4,1.3977E-4,-1.3918E-4,6.3582E-4,2.7895E-4,-0.011645869866,-0.005109331885,-0.005705710613,0.005940159253,-0.002560069251,0.002549262634,0.00955226430499998,-0.00930263011999998,0.004179838965,-0.00416857732,0.018854894425,0.008348416285,-0.359298050075202,-0.167032498833425,-0.182071199942326,0.177226850132876,-0.0836506562098394,0.083381842623586,1.0201E-4,-1.0211E-4,2.0412E-4,-0.003738723156,0.00802565785999999,-0.160640282936938
-18.3013,3.379E-4,-3.401E-4,5.075E-4,-5.171E-4,0,0,2.437E-4,-2.436E-4,2.945E-4,-3.048E-4,0,0,9.519E-5,-9.582E-5,1E-8,-1E-8,3.878E-5,-3.803E-5,2.9451E-4,-3.0481E-4,1.3397E-4,-1.3385E-4,5.9932E-4,2.6782E-4,-0.010968335116,-0.004901454166,-0.005389915863,0.005578419253,-0.002451825161,0.002449629005,0.00955680945499998,-0.00930734851999998,0.004181892015,-0.004170625045,0.018864157975,0.00835251706,-0.359467656612567,-0.167107579728808,-0.182154417140896,0.177313239471671,-0.0836882454179294,0.0834193343108785,9.52E-5,-9.583E-5,1.9103E-4,-0.003496097339,0.00802862148499999,-0.16069454409065
-18.2873,3.245E-4,-3.255E-4,4.563E-4,-4.648E-4,0,0,2.741E-4,-2.738E-4,2.831E-4,-2.91E-4,0,0,9.148E-5,-9.176E-5,1E-8,-1E-8,4.067E-5,-3.978E-5,2.8311E-4,-2.9101E-4,1.3215E-4,-1.3154E-4,5.7412E-4,2.6369E-4,-0.010499104676,-0.004822178137,-0.005177317503,0.005321787173,-0.002416666695,0.002405511442,0.00956085279499998,-0.00931151925999998,0.004183754855,-0.004172482775,0.018872372055,0.00835623763,-0.359617928691111,-0.167175645154929,-0.182228387774458,0.177389540916653,-0.0837223248609214,0.0834533202940075,9.149E-5,-9.177E-5,1.8326E-4,-0.003351330598,0.00803124151499999,-0.160742476086209
-18.2723,3.17E-4,-3.178E-4,4.119E-4,-4.193E-4,1E-8,-1E-8,3.094E-4,-3.091E-4,2.77E-4,-2.828E-4,0,0,8.939E-5,-8.961E-5,1E-8,-1E-8,4.328E-5,-4.225E-5,2.7701E-4,-2.8281E-4,1.3267E-4,-1.3186E-4,5.5982E-4,2.6453E-4,-0.010229198986,-0.004833571519,-0.005061609823,0.005167589163,-0.002424186041,0.002409385478,0.00956505369499998,-0.00931582290999998,0.004185741005,-0.004174458275,0.018880876605,0.00836019928,-0.359773390968576,-0.167248063277349,-0.182305179729403,0.177468211239173,-0.0837586312564414,0.0834894320209075,8.94E-5,-8.962E-5,1.7902E-4,-0.003271107146,0.00803395861499999,-0.160792144369289
-18.2583,3.152E-4,-3.158E-4,3.74E-4,-3.804E-4,1E-8,-1E-8,3.501E-4,-3.497E-4,2.761E-4,-2.8E-4,0,0,8.892E-5,-8.909E-5,1E-8,-1E-8,4.666E-5,-4.548E-5,2.7611E-4,-2.8001E-4,1.3558E-4,-1.3457E-4,5.5612E-4,2.7015E-4,-0.010153805796,-0.004932479745,-0.005041299213,0.005112506583,-0.002475460314,0.002457019431,0.00956892553499998,-0.00931976264999998,0.004187618755,-0.004176323285,0.018888688185,0.00836394204,-0.35991607200205,-0.167316425636197,-0.182375900092655,0.177540171909395,-0.0837929287809265,0.0835234968552705,8.893E-5,-8.91E-5,1.7803E-4,-0.003250525149,0.00803645796499999,-0.160837795795354
-18.2433,3.192E-4,-3.197E-4,3.421E-4,-3.478E-4,1E-8,-1E-8,3.966E-4,-3.963E-4,2.806E-4,-2.826E-4,0,0,9.01E-5,-9.021E-5,1E-8,-1E-8,5.085E-5,-4.949E-5,2.8061E-4,-2.8261E-4,1.4095E-4,-1.397E-4,5.6322E-4,2.8065E-4,-0.010274991426,-0.005119982145,-0.005119252413,0.005155739013,-0.002571393135,0.00254858901,0.00957310093499998,-0.00932398229999998,0.00418969273,-0.00417838031,0.018897083235,0.00836807304,-0.360069287981215,-0.167391819100372,-0.18245210422985,0.177617183751365,-0.0838307801817939,0.083561038918578,9.011E-5,-9.022E-5,1.8033E-4,-0.003289814289,0.00803914566499999,-0.160886848341139
-18.2293,3.292E-4,-3.294E-4,3.162E-4,-3.211E-4,1E-8,-1E-8,4.497E-4,-4.494E-4,2.903E-4,-2.905E-4,0,0,9.295E-5,-9.301E-5,1E-8,-1E-8,5.591E-5,-5.436E-5,2.9031E-4,-2.9051E-4,1.4886E-4,-1.4737E-4,5.8082E-4,2.9623E-4,-0.010587942026,-0.005400065539,-0.005292148083,0.005295793943,-0.002713613598,0.002686451941,0.00957709737499998,-0.00932799413999998,0.0041917214,-0.0041803898,0.018905091515,0.0083721112,-0.360215328515379,-0.16746545943416,-0.182524984033322,0.177690344482057,-0.083867775228925,0.083597684205235,9.296E-5,-9.302E-5,1.8598E-4,-0.003390285214,0.00804170983499999,-0.16093360903766
-18.2143,3.452E-4,-3.453E-4,2.957E-4,-3.001E-4,1E-8,-1E-8,5.097E-4,-5.096E-4,3.054E-4,-3.039E-4,0,0,9.752E-5,-9.753E-5,1E-8,-1E-8,6.189E-5,-6.013E-5,3.0541E-4,-3.0391E-4,1.5941E-4,-1.5766E-4,6.0932E-4,3.1707E-4,-0.011098337276,-0.005775208101,-0.005562829363,0.005535507913,-0.002903541563,0.002871666538,0.00958156527499998,-0.00933245228999998,0.004194033425,-0.004182677525,0.018914017565,0.00837671095,-0.360377975610144,-0.16754927398646,-0.182606396364167,0.177771579245977,-0.0839099038926324,0.0836393700938275,9.753E-5,-9.754E-5,1.9507E-4,-0.003553063501,0.00804456770999999,-0.160985684153023
-18.2003,3.677E-4,-3.676E-4,2.806E-4,-2.844E-4,1E-8,-1E-8,5.774E-4,-5.773E-4,3.26E-4,-3.228E-4,0,0,1.039E-4,-1.039E-4,1E-8,-1E-8,6.887E-5,-6.687E-5,3.2601E-4,-3.2281E-4,1.7277E-4,-1.7077E-4,6.4882E-4,3.4354E-4,-0.011808718646,-0.006252531062,-0.005933479803,0.005875238843,-0.003144465831,0.003108065231,0.00958598521499998,-0.00933683932999998,0.004196358685,-0.004184976535,0.018922824545,0.00838133522,-0.360538325001598,-0.167633468160601,-0.182686870528329,0.177851454473269,-0.0839522399443905,0.0836812282162105,1.0391E-4,-1.0391E-4,2.0782E-4,-0.003782386346,0.00804738793999999,-0.161037032301952
-18.1853,3.968E-4,-3.965E-4,2.706E-4,-2.739E-4,1E-8,-1E-8,6.531E-4,-6.533E-4,3.525E-4,-3.475E-4,0,0,1.122E-4,-1.121E-4,1E-8,-1E-8,7.689E-5,-7.463E-5,3.5251E-4,-3.4751E-4,1.8909E-4,-1.8673E-4,7.0002E-4,3.7582E-4,-0.012730073706,-0.006834399446,-0.006410500103,0.006319573603,-0.003438658377,0.003395741069,0.00959107411499998,-0.00934186672999998,0.004199072635,-0.004187657785,0.018932940845,0.00838673042,-0.360722365944238,-0.167731620139411,-0.182779450377624,0.177942915566614,-0.0840016133759504,0.0837300067634605,1.1221E-4,-1.1211E-4,2.2432E-4,-0.004079326496,0.00805062898999999,-0.161095995148267
-18.1713,4.33E-4,-4.325E-4,2.656E-4,-2.685E-4,1E-8,-1E-8,7.375E-4,-7.38E-4,3.85E-4,-3.782E-4,0,0,1.224E-4,-1.223E-4,1E-8,-1E-8,8.603E-5,-8.349E-5,3.8501E-4,-3.7821E-4,2.0843E-4,-2.0579E-4,7.6322E-4,4.1422E-4,-0.013868699586,-0.007526915886,-0.006996132213,0.006872567373,-0.003787444059,0.003739471827,0.00959623675499998,-0.00934694676999998,0.004201855275,-0.004190405425,0.018943183525,0.0083922607,-0.360908557357282,-0.167832149346735,-0.182873296803836,0.178035260553446,-0.0840521960930024,0.0837799532537325,1.2241E-4,-1.2231E-4,2.4472E-4,-0.004446880536,0.00805391226999999,-0.161155678597491
-18.1563,4.767E-4,-4.76E-4,2.654E-4,-2.68E-4,1E-8,-1E-8,8.309E-4,-8.317E-4,4.238E-4,-4.153E-4,1E-8,-1E-8,1.348E-4,-1.346E-4,1E-8,-1E-8,9.633E-5,-9.349E-5,4.2382E-4,-4.1532E-4,2.3113E-4,-2.2809E-4,8.3914E-4,4.5922E-4,-0.015235677582,-0.008337736086,-0.007695003066,0.007540674516,-0.004196465619,0.004141270467,0.00960230297999998,-0.00935289824499998,0.004205151975,-0.004193659525,0.018955201225,0.0083988115,-0.361126840186042,-0.167951134236525,-0.182983480318429,0.178143359867613,-0.0841120754155874,0.0838390588209375,1.3482E-4,-1.3462E-4,2.6944E-4,-0.004892033472,0.00805776846999999,-0.161225720452551
-18.1423,5.283E-4,-5.274E-4,2.67E-4,-2.724E-4,1E-8,-1E-8,9.334E-4,-9.347E-4,4.564E-4,-4.59E-4,1E-8,-1E-8,1.494E-4,-1.491E-4,1E-8,-1E-8,1.079E-4,-1.047E-4,4.5642E-4,-4.5902E-4,2.573E-4,-2.538E-4,9.1544E-4,5.111E-4,-0.016608187112,-0.00927252953,-0.008280508566,0.008327678546,-0.00466801379,0.00460451574,0.00960846465999998,-0.00935901862499998,0.004208570985,-0.004197032755,0.018967483285,0.00840560374,-0.3613497472389,-0.168074406095837,-0.183095308899853,0.178254438339047,-0.0841741267714504,0.0839002793243865,1.4942E-4,-1.4912E-4,2.9854E-4,-0.005416202242,0.00806174433,-0.161297878102549
-18.1273,5.884E-4,-5.873E-4,2.733E-4,-2.786E-4,1E-8,-1E-8,0.001045,-0.001047,4.971E-4,-4.972E-4,1E-8,-1E-8,1.665E-4,-1.661E-4,1E-8,-1E-8,1.206E-4,-1.171E-4,4.9712E-4,-4.9722E-4,2.871E-4,-2.832E-4,9.9434E-4,5.703E-4,-0.018024699482,-0.01033799919,-0.009011443376,0.009013256106,-0.00520434783,0.00513365136,0.00961561620999998,-0.00936619042499998,0.004212653985,-0.004201060255,0.018981806635,0.00841371424,-0.361609493888355,-0.168221485061237,-0.183224998539418,0.178384495348937,-0.0842481694836004,0.0839733155776365,1.6652E-4,-1.6612E-4,3.3264E-4,-0.006029865072,0.00806647817999999,-0.161383723607404
-18.1133,6.576E-4,-6.561E-4,2.886E-4,-2.896E-4,1E-8,-1E-8,0.001166,-0.001169,5.606E-4,-5.436E-4,1E-8,-1E-8,1.86E-4,-1.856E-4,1E-8,-1E-8,1.347E-4,-1.308E-4,5.6062E-4,-5.4362E-4,3.207E-4,-3.164E-4,0.00110424,6.371E-4,-0.020001430392,-0.01153998343,-0.010154678246,0.009846752146,-0.00580893531,0.00573104812,0.00962302038999998,-0.00937347630499998,0.004216908585,-0.004205257455,0.018996496695,0.00842216604,-0.361875676797473,-0.168374630939577,-0.183359161390772,0.178516515406701,-0.0843252624655804,0.0840493684739965,1.8602E-4,-1.8562E-4,3.7164E-4,-0.006731626812,0.00807140813999999,-0.161473054050592
-18.0983,7.362E-4,-7.344E-4,3.088E-4,-3.097E-4,2E-8,-2E-8,0.001296,-0.001299,6.313E-4,-6.126E-4,1E-8,-1E-8,2.083E-4,-2.077E-4,1E-8,-1E-8,1.5E-4,-1.457E-4,6.3132E-4,-6.1262E-4,3.583E-4,-3.534E-4,0.00124394,7.117E-4,-0.022513199302,-0.01288056011,-0.011425818756,0.011087380546,-0.00648462089,0.00639593922,0.00963195993999998,-0.00938214810499998,0.004222001085,-0.004210280955,0.019014108045,0.00843228204,-0.362194536520178,-0.168557785016127,-0.183521015118287,0.178673521401891,-0.0844174641370805,0.0841403208790465,2.0832E-4,-2.0772E-4,4.1604E-4,-0.007529616732,0.00807731574,-0.161580013377172
-18.0843,8.247E-4,-8.226E-4,3.34E-4,-3.348E-4,2E-8,-2E-8,0.001433,-0.001438,7.097E-4,-6.89E-4,1E-8,-1E-8,2.334E-4,-2.327E-4,2E-8,-2E-8,1.665E-4,-1.618E-4,7.0973E-4,-6.8903E-4,3.999E-4,-3.945E-4,0.00139876,7.944E-4,-0.025295595468,-0.01436616792,-0.012834970239,0.012460625229,-0.00723191157,0.00713425635,0.00964134728999998,-0.00939125965499998,0.004227308485,-0.004215516255,0.019032606945,0.00844282474,-0.362529198083568,-0.168748512112337,-0.183690840641252,0.178838357442316,-0.0845134798643005,0.0842350322480365,2.3343E-4,-2.3273E-4,4.6616E-4,-0.008430177288,0.00808349113999999,-0.161691731935312
-18.0693,9.235E-4,-9.209E-4,3.644E-4,-3.652E-4,2E-8,-2E-8,0.001576,-0.001583,7.959E-4,-7.732E-4,1E-8,-1E-8,2.613E-4,-2.605E-4,2E-8,-2E-8,1.842E-4,-1.791E-4,7.9593E-4,-7.7323E-4,4.455E-4,-4.396E-4,0.00156916,8.851E-4,-0.028353622788,-0.01599313743,-0.014381897949,0.013971724839,-0.00804987315,0.00794326428,0.00965263973999998,-0.00940222660499998,0.004233648985,-0.004221772005,0.019054866345,0.00845542099,-0.362931567220488,-0.168976206902462,-0.183894967152662,0.179036600067826,-0.0846280932497005,0.0843481136527615,2.6133E-4,-2.6053E-4,5.2186E-4,-0.009429644898,0.00809090128999999,-0.161825680601707
-18.0553,0.001033,-0.00103,4.002E-4,-4.01E-4,2E-8,-2E-8,0.001725,-0.001734,8.9E-4,-8.652E-4,1E-8,-1E-8,2.922E-4,-2.913E-4,2E-8,-2E-8,2.029E-4,-1.975E-4,8.9003E-4,-8.6523E-4,4.951E-4,-4.888E-4,0.00175526,9.839E-4,-0.031691745878,-0.01776460967,-0.016069758659,0.015621987219,-0.00893917903,0.00882543064,0.00966444145999998,-0.00941369582499998,0.004240233185,-0.004228270805,0.019078137285,0.00846850399,-0.36335188480115,-0.169212511132162,-0.184108128748918,0.179243756052232,-0.0847470166149605,0.0844654945172015,2.9223E-4,-2.9133E-4,5.8356E-4,-0.010536350868,0.00809863922999999,-0.161965442572069
-18.0403,0.001152,-0.001149,4.416E-4,-4.423E-4,2E-8,-2E-8,0.001877,-0.001887,9.919E-4,-9.65E-4,1E-8,-1E-8,3.261E-4,-3.249E-4,2E-8,-2E-8,2.226E-4,-2.167E-4,9.9193E-4,-9.6503E-4,5.487E-4,-5.416E-4,0.00195696,0.0010903,-0.035304145488,-0.01966933909,-0.017894714779,0.017409430709,-0.00989871261,0.00977062648,0.00967855615999998,-0.00942742277499998,0.004248061685,-0.004235998805,0.019105978935,0.00848406049,-0.363854353986395,-0.169493265747862,-0.184362862299703,0.179491491686692,-0.0848883008022605,0.0846049649456015,3.2613E-4,-3.2493E-4,6.5106E-4,-0.011745317718,0.00810789888,-0.162132555086464
-18.0263,0.001282,-0.001278,4.886E-4,-4.893E-4,2E-8,-2E-8,0.002029,-0.002042,0.001101,-0.001072,1E-8,-1E-8,3.628E-4,-3.614E-4,2E-8,-2E-8,2.429E-4,-2.367E-4,0.00110103,-0.00107203,6.057E-4,-5.981E-4,0.00217306,0.0012038,-0.039172231478,-0.02170005994,-0.019847497089,0.019324734389,-0.01091852991,0.01078153003,0.00969320687999998,-0.00944168219499998,0.004256142485,-0.004243976705,0.019134889075,0.00850011919,-0.364375688625157,-0.169782851541072,-0.184627057782779,0.179748630842378,-0.0850340214999004,0.0847488300411715,3.6283E-4,-3.6143E-4,7.2426E-4,-0.013055728038,0.00811752611999999,-0.162306162406756
-18.0113,0.001421,-0.001416,5.415E-4,-5.421E-4,3E-8,-3E-8,0.002179,-0.002195,0.001218,-0.001187,1E-8,-1E-8,4.022E-4,-4.006E-4,3E-8,-3E-8,2.638E-4,-2.573E-4,0.00121804,-0.00118704,6.66E-4,-6.579E-4,0.00240508,0.0013239,-0.043318617404,-0.02384516007,-0.021938483852,0.021380133552,-0.0119955258,0.01184963427,0.00971059990499998,-0.00945862521999998,0.004265680235,-0.004253396705,0.019169225125,0.00851907694,-0.364994369991772,-0.170124440691147,-0.184940452639836,0.180053917351936,-0.0852058769177255,0.0849185637734215,4.0224E-4,-4.0064E-4,8.0288E-4,-0.014460912544,0.00812897966999999,-0.162512537211121
-17.9973,0.001568,-0.001562,6.003E-4,-6.009E-4,3E-8,-3E-8,0.002325,-0.002343,0.001341,-0.001308,2E-8,-2E-8,4.439E-4,-4.42E-4,3E-8,-3E-8,2.85E-4,-2.781E-4,0.00134105,-0.00130805,7.289E-4,-7.201E-4,0.0026491,0.001449,-0.04767664743,-0.0260780877,-0.024135279165,0.023541368265,-0.01311823197,0.01295985573,0.00972851353499998,-0.00947609084999998,0.004275444535,-0.004263042705,0.019204604385,0.00853848724,-0.36563133684561,-0.170473903425537,-0.185262968980955,0.180368367864655,-0.0853816732221154,0.0850922302034215,4.4395E-4,-4.4205E-4,8.86E-4,-0.0159456078,0.00814080182999999,-0.162725382853529
-17.9823,0.001723,-0.001716,6.65E-4,-6.655E-4,3E-8,-3E-8,0.002463,-0.002484,0.001469,-0.001434,2E-8,-2E-8,4.876E-4,-4.854E-4,3E-8,-3E-8,3.062E-4,-2.99E-4,0.00146905,-0.00143405,7.938E-4,-7.844E-4,0.0029031,0.0015782,-0.05220441513,-0.02837966586,-0.026416897815,0.025787517315,-0.01427434974,0.01410531612,0.00974958928499998,-0.00949665659999998,0.004286864785,-0.004274326455,0.019246245885,0.00856119124,-0.36638044481481,-0.170882336577237,-0.185642110308305,0.180738334506505,-0.0855871175849404,0.0852952189922965,4.8765E-4,-4.8545E-4,9.731E-4,-0.01749857613,0.00815474507999999,-0.162976214233004
-17.9683,0.001882,-0.001874,7.356E-4,-7.36E-4,3E-8,-3E-8,0.00259,-0.002614,0.001601,-0.001565,2E-8,-2E-8,5.326E-4,-5.301E-4,4E-8,-4E-8,3.272E-4,-3.198E-4,0.00160106,-0.00156506,8.598E-4,-8.499E-4,0.00316612,0.0017097,-0.056889793996,-0.03072040251,-0.028768326398,0.028121467598,-0.01544914434,0.01527125817,0.00977108005499998,-0.00951765036999998,0.004298439985,-0.004285766555,0.019288730425,0.00858420654,-0.367144104278692,-0.171296037055827,-0.186028406877796,0.181115697400896,-0.0857951820435004,0.0855008550123265,5.3266E-4,-5.3016E-4,0.00106282,-0.019097068606,0.00816899651999999,-0.163232383746156
