,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Y1,Integrated Y2,Integrated Y3,Integrated Y4,Integrated Y5,Integrated Y6,Integrated Y7,Integrated Y8,Integrated Y9,Integrated Y10,Integrated Y11,Integrated Y12,,,,,Integrated Y13,Integrated Y14
,s,,py,,pz,,px,,dxy,,dyz,,dz2,,dxz,,dx2-dy2,,t2g,,eg,,t2g_tot,eg_tot,t2g*E,eg*E,t2g_up*E,t2g_down*E,eg_up*E,eg_down*E,"Integrate of T x=(-21.6803,-0.0143) Area = 2.24703","Integrate of U x=(-21.6803,-0.0143) Area = -1.44937","Integrate of V x=(-21.6803,-0.0143) Area = 1.83374","Integrate of W x=(-21.6803,-0.0143) Area = -1.75636","Integrate of X x=(-21.6803,-0.0143) Area = 3.69639","Integrate of Y x=(-21.6803,-0.0143) Area = 3.5901","Integrate of Z x=(-21.6803,-0.0143) Area = -9.45528","Integrate of AA x=(-21.6803,-0.0143) Area = -4.84644","Integrate of AB x=(-21.6803,-0.0143) Area = -5.82819","Integrate of AC x=(-21.6803,-0.0143) Area = 3.62708","Integrate of AD x=(-21.6803,-0.0143) Area = -2.9336","Integrate of AE x=(-21.6803,-0.0143) Area = 1.91283",,,,,"Integrate of AT x=(-21.6803,-0.0143) Area = 4.52036","Integrate of AU x=(-21.6803,-0.0143) Area = -6.19123"
-8.6283,0.02797,-0.02669,0.002694,-0.002644,5E-8,-5E-8,0.004357,-0.004328,0.01494,-0.01216,3.2E-7,-2.8E-7,0.01049,-0.00953,3E-7,-2.7E-7,0.002946,-0.00262,0.01494062,-0.01216055,0.013436,-0.01215,0.02710117,0.025586,-0.233837025111,-0.2207636838,-0.128912151546,0.104924873565,-0.1159298388,0.104833845,0.043710759145,-0.04018626899,0.034274271225,-0.032611362045,0.083897028135,0.06688563327,-1.09212226407293,-0.828111468641221,-0.564953204466818,0.527169059606112,-0.422734030582312,0.405377438058908,0.01049062,-0.00953055,0.02002117,-0.172748661111,0.03694362296,-0.480983450929388
-8.6143,0.02881,-0.02752,0.002804,-0.002751,5E-8,-5E-8,0.004437,-0.004411,0.01592,-0.01295,3.3E-7,-2.9E-7,0.01081,-0.009828,3.2E-7,-2.8E-7,0.002959,-0.002628,0.01592065,-0.01295057,0.013769,-0.012456,0.02887122,0.026225,-0.248705350446,-0.2259100175,-0.137145255295,0.111560095151,-0.1186102967,0.1072997208,0.043926788035,-0.04036204683,0.034464706225,-0.032783604045,0.084288834865,0.06724831027,-1.09550006070183,-0.831238184550321,-0.566815606314705,0.528684454387124,-0.424375811530812,0.406862373019508,0.01081065,-0.00982857,0.02063922,-0.177792432846,0.03722824569,-0.483437238587086
-8.5993,0.02962,-0.02833,0.002916,-0.002859,5E-8,-5E-8,0.004521,-0.004498,0.01698,-0.0138,3.5E-7,-3E-7,0.01112,-0.01012,3.3E-7,-2.9E-7,0.002982,-0.002647,0.01698068,-0.01380059,0.014102,-0.012767,0.03078127,0.026869,-0.264697375111,-0.2310545917,-0.146021961524,0.118675413587,-0.1212673286,0.1097872631,0.04417354801,-0.04056268053,0.034673738725,-0.032972776545,0.08473622854,0.06764651527,-1.09935058114351,-0.834665419119321,-0.568939360440848,0.530411220702659,-0.426174893720562,0.408490525398758,0.01112068,-0.01012059,0.02124127,-0.182660053111,0.037542349365,-0.486140632231764
-8.5853,0.03037,-0.02908,0.003009,-0.00295,6E-8,-5E-8,0.004587,-0.004569,0.01801,-0.01463,3.6E-7,-3.2E-7,0.0114,-0.01039,3.4E-7,-3E-7,0.002998,-0.00266,0.0180107,-0.01463062,0.014398,-0.01305,0.03264132,0.027448,-0.280235524596,-0.2356493144,-0.15462726271,0.125608261886,-0.1236111494,0.112038165,0.04441848767,-0.040761699,0.0348732387249999,-0.033153495545,0.0851801866699999,0.06802673427,-1.10316511144146,-0.837932346462021,-0.571043905010486,0.53212120643097,-0.427889043066562,0.410043303395458,0.0114007,-0.01039062,0.02179132,-0.187085019596,0.037843577495,-0.488728847740713
-8.5703,0.03105,-0.02977,0.003103,-0.003043,6E-8,-6E-8,0.004656,-0.004643,0.01907,-0.0155,3.8E-7,-3.3E-7,0.01166,-0.01064,3.5E-7,-3.1E-7,0.003027,-0.002686,0.01907073,-0.01550064,0.014687,-0.013326,0.03457137,0.028013,-0.296287012311,-0.2400798139,-0.163441877319,0.132845134992,-0.1258719961,0.1142078178,0.044696598395,-0.04098768345,0.035091376225,-0.033351315545,0.085684281845,0.06844269177,-1.10748903046826,-0.841500314924271,-0.573429423560703,0.534059606907555,-0.429760166657812,0.411740148266458,0.01166073,-0.01064064,0.02230137,-0.191129431311,0.03817427267,-0.491565456122516
-8.5563,0.03163,-0.03036,0.003194,-0.003131,6E-8,-6E-8,0.004718,-0.004709,0.02012,-0.01635,3.9E-7,-3.4E-7,0.01189,-0.01085,3.6E-7,-3.2E-7,0.003053,-0.002705,0.02012075,-0.01635066,0.014943,-0.013555,0.03647141,0.028498,-0.312060325383,-0.2438374374,-0.172159173225,0.139901152158,-0.1278567909,0.1159806465,0.044970938755,-0.04121064255,0.0352987862249999,-0.033539482545,0.0861815813049999,0.06883826877,-1.11174746183212,-0.84488773568337,-0.575778630914511,0.535968830917605,-0.431536268166812,0.413351467516558,0.01189075,-0.01085066,0.02274141,-0.194582326383,0.03848957213,-0.494265438426373
-8.5413,0.03206,-0.03087,0.003281,-0.003217,6E-8,-6E-8,0.004768,-0.00477,0.02111,-0.01719,4.1E-7,-3.5E-7,0.01205,-0.01104,3.7E-7,-3.3E-7,0.003079,-0.002736,0.02111078,-0.01719068,0.015129,-0.013776,0.03830146,0.028905,-0.327144260298,-0.2468862765,-0.180313505214,0.146830755084,-0.1292213277,0.1176649488,0.04528017523,-0.0414622026,0.035524326225,-0.033744465045,0.08674237783,0.06926879127,-1.11654149622472,-0.848568163537621,-0.578422176002804,0.53811932022192,-0.433464354056312,0.415103809481308,0.01205078,-0.01104068,0.02309146,-0.197231087298,0.038833318655,-0.497204039028981
-8.5273,0.03234,-0.03121,0.003359,-0.003299,6E-8,-6E-8,0.004806,-0.004816,0.02205,-0.01796,4.2E-7,-3.6E-7,0.01216,-0.01116,3.8E-7,-3.4E-7,0.003098,-0.002759,0.0220508,-0.0179607,0.015258,-0.013919,0.0400115,0.029177,-0.34119006395,-0.2488010321,-0.18803378684,0.15315627711,-0.1301095434,0.1186914887,0.04558230629,-0.04170826226,0.0357370352249999,-0.033938330045,0.0872905685499999,0.06967536527,-1.12121983649446,-0.85203797469782,-0.581000607047181,0.540219229447278,-0.435279670154012,0.416758304543808,0.0121608,-0.0111607,0.0233215,-0.19886942695,0.039158209375,-0.499976742628717
-8.5123,0.03245,-0.03138,0.003433,-0.00337,6E-8,-6E-8,0.00483,-0.004846,0.0229,-0.01866,4.3E-7,-3.7E-7,0.01221,-0.01122,3.9E-7,-3.5E-7,0.003117,-0.002775,0.02290082,-0.01866072,0.015327,-0.013995,0.04156154,0.029322,-0.353784296942,-0.2495976606,-0.194938650086,0.158845646856,-0.1304680221,0.1191296385,0.04591944344,-0.04198292291,0.035966422725,-0.034147685045,0.08790236635,0.07011410777,-1.12643214420115,-0.855775964893071,-0.583872900324127,0.542559243877023,-0.437234001895262,0.418541962997808,0.01221082,-0.01122072,0.02343154,-0.199456297942,0.039508857175,-0.502964185565407
-8.4983,0.03238,-0.03138,0.00351,-0.003441,6E-8,-6E-8,0.00484,-0.004863,0.02366,-0.01929,4.4E-7,-3.8E-7,0.01218,-0.01122,3.9E-7,-3.5E-7,0.003131,-0.002789,0.02366083,-0.01929073,0.015311,-0.014009,0.04295156,0.02932,-0.365015242348,-0.249170156,-0.201076831589,0.163938410759,-0.1301174713,0.1190526847,0.04624537499,-0.04224858306,0.036180888725,-0.034343713045,0.0884939580499999,0.07052460177,-1.13146374097618,-0.85926733960927,-0.586645008695852,0.544818732280328,-0.439058100349062,0.420209239260208,0.01218083,-0.01122073,0.02340156,-0.198873477348,0.039836688875,-0.505752493992437
-8.4833,0.0321,-0.0312,0.003573,-0.003518,6E-8,-6E-8,0.004831,-0.004864,0.02432,-0.01984,4.4E-7,-3.9E-7,0.01208,-0.01116,4E-7,-3.5E-7,0.003136,-0.0028,0.02432084,-0.01984074,0.015216,-0.01396,0.04416158,0.029176,-0.374635931614,-0.2475087608,-0.206320981972,0.168314949642,-0.1290818928,0.118426868,0.046605237515,-0.042542069085,0.036409841225,-0.034553480545,0.0891473066,0.07096332177,-1.1370111247809,-0.862992431485271,-0.589700492297559,0.547310632483335,-0.441002095579812,0.421990335905458,0.01208084,-0.01116074,0.02324158,-0.197165295614,0.040186512425,-0.508722784789652
-8.4693,0.03163,-0.03081,0.00363,-0.003571,6E-8,-6E-8,0.004806,-0.004846,0.02488,-0.02029,4.5E-7,-3.9E-7,0.01191,-0.01103,4E-7,-3.5E-7,0.003135,-0.002802,0.02488085,-0.02029074,0.015045,-0.013832,0.04517159,0.028877,-0.382571747187,-0.2445679761,-0.210723382905,0.171848364282,-0.1274206185,0.1171473576,0.046949649345,-0.042822989445,0.036621668225,-0.034748024545,0.0897726387899999,0.07136969277,-1.1423115785325,-0.86643696864357,-0.592619802851698,0.549691775680803,-0.442797613158912,0.423639355484658,0.01191085,-0.01103074,0.02294159,-0.194299208187,0.040509794615,-0.511463036316259
-8.4543,0.03095,-0.03022,0.003693,-0.003633,6E-8,-6E-8,0.004765,-0.004811,0.02535,-0.02066,4.5E-7,-3.9E-7,0.01166,-0.01082,3.9E-7,-3.5E-7,0.003118,-0.00279,0.02535084,-0.02066074,0.014778,-0.01361,0.04601158,0.028388,-0.388995700794,-0.2400006684,-0.214323606612,0.174672094182,-0.1249376454,0.115063023,0.04732638702,-0.043130125545,0.036845340725,-0.034953839545,0.090456512565,0.07179918027,-1.14809833439236,-0.870071233477321,-0.595807655273076,0.552290679119283,-0.444690300138162,0.425380933339158,0.01166084,-0.01082074,0.02248158,-0.190066021794,0.04085046839,-0.514345775541116
-8.4403,0.03009,-0.02945,0.003756,-0.003696,6E-8,-6E-8,0.004711,-0.004763,0.02573,-0.02094,4.5E-7,-3.9E-7,0.01133,-0.01054,3.9E-7,-3.5E-7,0.003094,-0.002771,0.02573084,-0.02094074,0.014424,-0.013311,0.04667158,0.027735,-0.393922136674,-0.2340917205,-0.217176008852,0.176746127822,-0.1217428872,0.1123488333,0.04768395878,-0.043421335905,0.037049754725,-0.035142286545,0.0911052946849999,0.07219204127,-1.15357875925464,-0.87338988019962,-0.598828152581323,0.554750606673311,-0.446417063866362,0.426972816333258,0.01133084,-0.01054074,0.02187158,-0.184602696674,0.04116094051,-0.516968456570392
-8.4253,0.02907,-0.02851,0.003825,-0.003764,6E-8,-6E-8,0.004647,-0.004703,0.02609,-0.02117,4.5E-7,-3.9E-7,0.01095,-0.01021,3.8E-7,-3.4E-7,0.003064,-0.002745,0.02609083,-0.02117073,0.014014,-0.012955,0.04726156,0.026969,-0.398192821468,-0.2272219157,-0.219823069999,0.178369751469,-0.1180721542,0.1091497615,0.048072621305,-0.04373717193,0.037263039725,-0.035339281545,0.091809793235,0.07260232127,-1.1595196214407,-0.876849732471121,-0.602105645672706,0.557413975767994,-0.448215676676862,0.428634055794258,0.01095083,-0.01021073,0.02116156,-0.178292491468,0.04148368906,-0.519690170481457
-8.4113,0.02789,-0.02742,0.003899,-0.00384,6E-8,-6E-8,0.004574,-0.004635,0.02637,-0.02139,4.5E-7,-3.9E-7,0.01051,-0.00982,3.8E-7,-3.4E-7,0.003021,-0.002712,0.02637083,-0.02139073,0.013531,-0.012532,0.04776156,0.026063,-0.401736809628,-0.2192237119,-0.221812962379,0.179923847249,-0.1138133003,0.1054104116,0.048439852925,-0.04403510215,0.037455854725,-0.035517690545,0.0924749550749999,0.07297354527,-1.16511912885837,-0.87997485186432,-0.605197097899352,0.559922030959019,-0.449838874858362,0.430135977005958,0.01051083,-0.00982073,0.02033156,-0.171014850628,0.0417741409,-0.522135321876129
-8.3963,0.02661,-0.02621,0.003984,-0.003922,6E-8,-6E-8,0.004499,-0.004562,0.02668,-0.02155,4.5E-7,-3.8E-7,0.01003,-0.009388,3.7E-7,-3.3E-7,0.002974,-0.002668,0.02668082,-0.02155071,0.013004,-0.012056,0.04823153,0.02506,-0.404966395339,-0.210411278,-0.224020168966,0.180946226373,-0.1091854852,0.1012257928,0.0488377403,-0.04435716295,0.037654867225,-0.035702100545,0.09319490325,0.07335696777,-1.17116940289563,-0.883197114288571,-0.60854084638444,0.562628556511185,-0.451511365749612,0.431685748538958,0.01003082,-0.00938871,0.01941953,-0.163052199739,0.042072274075,-0.524640824753882
-8.3823,0.02525,-0.02491,0.004083,-0.004019,6E-8,-6E-8,0.004425,-0.004489,0.02702,-0.02173,4.4E-7,-3.8E-7,0.009523,-0.008927,3.6E-7,-3.2E-7,0.002923,-0.002621,0.0270208,-0.0217307,0.012446,-0.011548,0.0487515,0.023994,-0.40864969845,-0.2011249062,-0.22649645184,0.18215324661,-0.1043261058,0.0967988004,0.04921365164,-0.04466013282,0.037833017225,-0.035867328545,0.0938737844599999,0.07370034577,-1.17686471555215,-0.88607786757797,-0.611694462730081,0.565170252822065,-0.453005946886612,0.433071920691358,0.0095238,-0.0089277,0.0184515,-0.15466600845,0.042337371285,-0.526864852211205
-8.3673,0.02383,-0.02354,0.004199,-0.004131,6E-8,-6E-8,0.004355,-0.004418,0.02747,-0.02197,4.4E-7,-3.7E-7,0.008992,-0.008439,3.5E-7,-3.1E-7,0.002871,-0.002571,0.02747079,-0.02197068,0.011863,-0.01101,0.04944147,0.022873,-0.413691611931,-0.1913852529,-0.229856341167,0.183835270764,-0.0992612799,0.092123973,0.049622338565,-0.04498789317,0.038015334725,-0.036036513545,0.094610231735,0.07405184827,-1.18303227538001,-0.889021693771221,-0.615117108677634,0.567915166702371,-0.454532852279362,0.434488841491858,0.00899279,-0.00843968,0.01743247,-0.145862706231,0.04260650106,-0.529118817571312
-8.3533,0.0224,-0.02217,0.004336,-0.004266,6E-8,-6E-8,0.004292,-0.004356,0.02795,-0.02232,4.4E-7,-3.7E-7,0.008458,-0.007951,3.4E-7,-3E-7,0.002817,-0.002523,0.02795078,-0.02232067,0.011275,-0.010474,0.05027145,0.021749,-0.419932503285,-0.1816759217,-0.233481250574,0.186451252711,-0.0941834575,0.0874924642,0.050010289555,-0.04529793262,0.038177300725,-0.036186901545,0.0953082221749999,0.07436420227,-1.18886764418652,-0.89163312199342,-0.618360471819821,0.570507172366695,-0.455886965441162,0.435746156552258,0.00845878,-0.00795167,0.01641045,-0.137081411985,0.0428434015,-0.531099426398824
-8.3383,0.02097,-0.02076,0.00449,-0.004415,6E-8,-6E-8,0.004241,-0.004302,0.02858,-0.02268,4.4E-7,-3.7E-7,0.007919,-0.00745,3.4E-7,-2.9E-7,0.002764,-0.002469,0.02858078,-0.02268066,0.010683,-0.009919,0.05126144,0.020602,-0.427433265152,-0.1717856566,-0.238315117874,0.189118147278,-0.0890780589,0.0827075977,0.050434276255,-0.045635442595,0.038341985725,-0.036339849045,0.0960697188499999,0.07468183477,-1.1952228874498,-0.89428408383067,-0.621898944583181,0.573323942866613,-0.457261426814162,0.437022657016508,0.00791978,-0.00745066,0.01537044,-0.128163339852,0.043081758175,-0.533088762037602
-8.3243,0.01957,-0.0194,0.004666,-0.004586,6E-8,-6E-8,0.004202,-0.004261,0.02936,-0.02319,4.4E-7,-3.7E-7,0.007398,-0.006964,3.3E-7,-2.9E-7,0.002717,-0.002422,0.02936077,-0.02319066,0.010115,-0.009386,0.05255143,0.019501,-0.437453868749,-0.1623321743,-0.244407857711,0.193046011038,-0.0842002945,0.0781318798,0.050839867105,-0.045956541835,0.038487571725,-0.036474984045,0.09679640894,0.07496255577,-1.2012770973871,-0.896622908646971,-0.625278005412276,0.575999091974825,-0.458474375287962,0.438148533359008,0.00739877,-0.00696466,0.01436343,-0.119565500349,0.043289895265,-0.534822863919009
-8.3093,0.01824,-0.01808,0.004868,-0.004783,6E-8,-6E-8,0.004178,-0.004235,0.0303,-0.02384,4.4E-7,-3.7E-7,0.0069,-0.006496,3.3E-7,-2.8E-7,0.002677,-0.00238,0.03030077,-0.02384065,0.009577,-0.008876,0.05414142,0.018453,-0.449877301206,-0.1533315129,-0.251778188161,0.198099113045,-0.0795781661,0.0737533468,0.051287328655,-0.04630927666,0.038635261725,-0.036611949045,0.0975966053149999,0.07524721077,-1.20793208116176,-0.898990386300971,-0.628999400756316,0.578932680405447,-0.459702713742462,0.439287672558508,0.00690077,-0.00649665,0.01339742,-0.111323182006,0.04349810164,-0.536554529036671
-8.2953,0.01701,-0.01685,0.005097,-0.005006,6E-8,-6E-8,0.00417,-0.004223,0.03147,-0.02464,4.5E-7,-3.7E-7,0.006439,-0.006058,3.2E-7,-2.8E-7,0.00265,-0.002346,0.03147077,-0.02464065,0.009089,-0.008404,0.05611142,0.017493,-0.465461062326,-0.1451096829,-0.261059478381,0.204401583945,-0.0753959817,0.0697137012,0.051719729435,-0.04664864576,0.038765923725,-0.036732909045,0.098368375195,0.07549883277,-1.21433944970649,-0.901079474671571,-0.63258926442211,0.581750185284378,-0.460787532777062,0.440291941894508,0.00643977,-0.00605865,0.01249842,-0.103678143426,0.04367937252,-0.538059538314695
-8.2803,0.01582,-0.01568,0.005338,-0.005243,6E-8,-6E-8,0.004176,-0.004227,0.0327,-0.02562,4.5E-7,-3.7E-7,0.005996,-0.005643,3.2E-7,-2.7E-7,0.002621,-0.002318,0.03270077,-0.02562064,0.008617,-0.007961,0.05832141,0.016578,-0.482918771223,-0.1372708134,-0.270772185831,0.212146585392,-0.0713513451,0.0659194683,0.052201015985,-0.047025605435,0.038898718725,-0.036855646545,0.0992266214199999,0.07575436527,-1.22145229845811,-0.90319732839382,-0.6365780019037,0.584874296554405,-0.461888137728062,0.441309190665758,0.00599677,-0.00564364,0.01164041,-0.096386086923,0.043860413745,-0.539560020042313
-8.2663,0.01474,-0.0146,0.005599,-0.005499,7E-8,-6E-8,0.004195,-0.004243,0.03413,-0.02667,4.6E-7,-3.8E-7,0.005594,-0.005258,3.2E-7,-2.7E-7,0.002606,-0.002294,0.03413078,-0.02667065,0.0082,-0.007552,0.06080143,0.015752,-0.502602860809,-0.1302107576,-0.282135266714,0.220467594095,-0.06778366,0.0624270976,0.052668836835,-0.047391644465,0.039016437725,-0.036964237545,0.1000604813,0.07598067527,-1.22835094988233,-0.905069699390821,-0.640448354071515,0.587902595810814,-0.462862082763762,0.442207616627058,0.00559478,-0.00525865,0.01085343,-0.089717708409,0.044017870625,-0.540862746609637
-8.2513,0.01377,-0.01362,0.005877,-0.005773,7E-8,-7E-8,0.004226,-0.004271,0.03571,-0.02791,4.7E-7,-3.8E-7,0.00523,-0.004911,3.3E-7,-2.7E-7,0.002598,-0.00228,0.0357108,-0.02791065,0.007828,-0.007191,0.06362145,0.015019,-0.524959670385,-0.1239262747,-0.29466052404,0.230299146345,-0.0645911764,0.0593350983,0.053192648685,-0.047801004215,0.039136647725,-0.037074810045,0.1009936529,0.07621145777,-1.23605766886629,-0.90697572713307,-0.64477432250217,0.591283346364114,-0.463854894036762,0.443120833096308,0.0052308,-0.00491165,0.01014245,-0.083688397685,0.044175339725,-0.542163292405342
-8.2373,0.0129,-0.01274,0.006166,-0.006059,7E-8,-7E-8,0.004266,-0.004309,0.0374,-0.02927,4.8E-7,-3.9E-7,0.004906,-0.004599,3.3E-7,-2.7E-7,0.002598,-0.002273,0.03740081,-0.02927066,0.007504,-0.006872,0.06667147,0.014376,-0.549192899831,-0.1184194248,-0.308081692213,0.241111207618,-0.0618126992,0.0566067256,0.053704429955,-0.048201273385,0.039243971725,-0.037173251045,0.10190570334,0.07641722277,-1.2435767368578,-0.908672147029571,-0.648993518015941,0.594583218841855,-0.464739721165962,0.443932425863608,0.00490681,-0.00459966,0.00950647,-0.078307645331,0.044312882165,-0.543297264706454
-8.2223,0.01212,-0.01196,0.006461,-0.006352,7E-8,-7E-8,0.004312,-0.004355,0.03916,-0.03074,5E-7,-4E-7,0.00462,-0.004324,3.4E-7,-2.8E-7,0.002606,-0.002274,0.03916084,-0.03074068,0.007226,-0.006598,0.06990152,0.013824,-0.574751267896,-0.1136650752,-0.321992174732,0.252759093164,-0.0594143398,0.0542507354,0.05427864233,-0.048651358435,0.039354446725,-0.037274276045,0.102930000765,0.07662872277,-1.25200631811575,-0.91041278077957,-0.653719072018028,0.59828724609772,-0.465648923958462,0.444763856821108,0.00462084,-0.00432468,0.00894552,-0.073552749096,0.04445127209,-0.544436217664656
-8.2083,0.01145,-0.01127,0.006749,-0.006637,7E-8,-7E-8,0.004364,-0.004404,0.04102,-0.03228,5.1E-7,-4.1E-7,0.004373,-0.004081,3.4E-7,-2.8E-7,0.002619,-0.002279,0.04102085,-0.03228069,0.006992,-0.00636,0.07330154,0.013352,-0.601681030782,-0.1095972216,-0.336711443055,0.264969587727,-0.0573924336,0.052204788,0.05483991416,-0.049092508025,0.039453972725,-0.037364982045,0.103932422185,0.07681895477,-1.2602413442065,-0.911975616857171,-0.658329997342538,0.601911346863957,-0.466466571372262,0.445509045484908,0.00437385,-0.00408169,0.00845554,-0.069405608982,0.04457307951,-0.545436926171203
-8.1933,0.01088,-0.01069,0.007083,-0.00698,8E-8,-8E-8,0.004416,-0.004457,0.04276,-0.03394,5.3E-7,-4.3E-7,0.004161,-0.003878,3.5E-7,-2.9E-7,0.002639,-0.002294,0.04276088,-0.03394072,0.0068,-0.006172,0.0767016,0.012972,-0.62843921928,-0.1062834876,-0.350352718104,0.278086501176,-0.05571444,0.0505690476,0.0554682771349999,-0.0495891686,0.0395574127249999,-0.037458972045,0.105057445735,0.07701638477,-1.26946724608196,-0.91359472217617,-0.66348297855123,0.605984267530729,-0.467314872924262,0.446279849251908,0.00416188,-0.00387872,0.0080406,-0.06587904798,0.04469680056,-0.546451561098417
-8.1793,0.01038,-0.01018,0.007314,-0.007214,8E-8,-8E-8,0.004468,-0.004509,0.04446,-0.03546,5.4E-7,-4.4E-7,0.003981,-0.003699,3.6E-7,-3E-7,0.002657,-0.002306,0.0444609,-0.03546074,0.006638,-0.006005,0.07992164,0.012643,-0.653703070052,-0.1034108899,-0.36365903937,0.290044030682,-0.0542941934,0.0491166965,0.056078829595,-0.05007497882,0.039651478725,-0.037544211045,0.106153808415,0.07719568977,-1.27844224210729,-0.915062582818671,-0.668481060853548,0.609961181253736,-0.468084933358062,0.446977649460609,0.0039819,-0.00369974,0.00768164,-0.062830438052,0.04480685624,-0.547352527500641
-8.1643,0.009976,-0.009759,0.00756,-0.007467,8E-8,-8E-8,0.004521,-0.004562,0.04607,-0.03701,5.5E-7,-4.5E-7,0.003835,-0.003554,3.7E-7,-3.1E-7,0.002682,-0.002325,0.04607092,-0.03701076,0.006517,-0.005879,0.08308168,0.012396,-0.678303760024,-0.1012046628,-0.376136812156,0.302166947868,-0.0532067431,0.0479979197,0.0567578182449999,-0.05061851507,0.039750141225,-0.037633341045,0.107376333315,0.07738348227,-1.28843229333285,-0.91659719946392,-0.674029529739993,0.61440276359286,-0.468891190381812,0.447706009082108,0.00383592,-0.00355476,0.00739068,-0.060339728724,0.04491989864,-0.548276303751461
-8.1503,0.009649,-0.009419,0.00778,-0.007697,8E-8,-8E-8,0.004571,-0.004612,0.04757,-0.03849,5.6E-7,-4.6E-7,0.003719,-0.003438,3.8E-7,-3.2E-7,0.002709,-0.002347,0.04757094,-0.03849078,0.006428,-0.005785,0.08606172,0.012213,-0.701428836516,-0.0995396139,-0.387717432282,0.313711404234,-0.0523901284,0.0471494855,0.057413311265,-0.05114702585,0.039840756225,-0.037714989045,0.108560337115,0.07755574527,-1.29809042150864,-0.918002409400821,-0.679376509451059,0.618713912057575,-0.469630368482312,0.448372040918509,0.00371994,-0.00343878,0.00715872,-0.058345715616,0.04502174444,-0.549107101861842
-8.1353,0.009393,-0.009151,0.007972,-0.0079,9E-8,-8E-8,0.004622,-0.004665,0.04876,-0.0399,5.7E-7,-4.7E-7,0.003631,-0.003348,3.9E-7,-3.3E-7,0.002739,-0.002374,0.04876096,-0.0399008,0.00637,-0.005722,0.08866176,0.012092,-0.721290016128,-0.0983720476,-0.396685037888,0.32460497824,-0.051821861,0.0465501866,0.0581358005149999,-0.0517349627,0.039936741225,-0.037801291545,0.109870763215,0.07773803277,-1.30876081290346,-0.91948674686207,-0.685259527977334,0.623501284926129,-0.470411958402812,0.449074788459258,0.00363196,-0.0033488,0.00698076,-0.056790576828,0.04512779054,-0.549970624055171
-8.1213,0.009207,-0.008951,0.008141,-0.008083,1.341E-5,-8.76E-6,0.004676,-0.004722,0.04981,-0.04106,6.6E-7,-5E-7,0.003569,-0.003283,1.496E-5,-8.76E-6,0.002773,-0.002405,0.04982562,-0.04106926,0.006342,-0.005688,0.09089488,0.01203,-0.738184588944,-0.097699239,-0.404648807706,0.333535781238,-0.0515052846,0.0461939544,0.058825906575,-0.05230175312,0.040025725225,-0.037881161545,0.111127659695,0.07790688677,-1.31897713513897,-0.920859245868271,-0.690868864896492,0.628108270242476,-0.471135248422012,0.449723997446259,0.00358462,-0.00329226,0.00687688,-0.055849205544,0.04522479402,-0.550759102531776
-8.1063,0.009089,-0.008818,0.008284,-0.008239,9.78E-6,-8.73E-6,0.00474,-0.004781,0.05055,-0.0421,8E-7,-5.8E-7,0.003535,-0.003243,1.121E-5,-8.85E-6,0.002812,-0.002441,0.05056201,-0.04210943,0.006347,-0.005684,0.09267144,0.012031,-0.751222494072,-0.0975268953,-0.409870821663,0.341351672409,-0.0514506861,0.0460762092,0.0595788138,-0.052925593295,0.040120892725,-0.037966451545,0.112504407095,0.07808734427,-1.33014768826159,-0.922323441875521,-0.69697776211676,0.633169926144828,-0.471907418202262,0.450416023673259,0.00354701,-0.00325243,0.00679944,-0.055118300472,0.04532736642,-0.551591358826896
-8.0923,0.009029,-0.008749,0.008397,-0.008371,7.54E-6,-6.57E-6,0.004796,-0.004839,0.05101,-0.04287,7.9E-7,-5.9E-7,0.003523,-0.003226,8.8E-6,-6.79E-6,0.002857,-0.002484,0.05101959,-0.04287738,0.00638,-0.00571,0.09389697,0.01209,-0.759842450331,-0.097835907,-0.412865828157,0.346976622174,-0.051628874,0.046207033,0.060289885,-0.053520500965,0.040209981725,-0.038046209545,0.113810385965,0.07825619127,-1.34072514287241,-0.92369098149162,-0.7027369186655,0.637988224206909,-0.472628975122962,0.451062006368659,0.00353259,-0.00323338,0.00676597,-0.054752259031,0.04542232429,-0.552360452743416
-8.0773,0.009031,-0.008735,0.008489,-0.008476,8.9E-6,-1.139E-5,0.004867,-0.004909,0.0512,-0.04343,8.6E-7,-7.6E-7,0.003535,-0.00323,1.042E-5,-1.182E-5,0.00291,-0.002535,0.05121128,-0.04344258,0.006445,-0.005765,0.09465386,0.01221,-0.764547623378,-0.098623833,-0.413648871944,0.350898751434,-0.0520581985,0.0465656345,0.061056616525,-0.054167900665,0.040306169225,-0.038132272045,0.11522451719,0.07843844127,-1.35215806842523,-0.92516442954162,-0.708935778916257,0.643222289508969,-0.473406628166712,0.451757801374909,0.00354628,-0.00324258,0.00678886,-0.054835658878,0.045523985515,-0.553182362127734
