,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Y1,Integrated Y2,Integrated Y3,Integrated Y4,,,,,Integrated Y5,Integrated Y6,Integrated Y7,Integrated Y8,Integrated Y9,Integrated Y10,Integrated Y11,Integrated Y12,,,,,Integrated Y13,Integrated Y14
,s,,py,,pz,,px,,dxy,,dyz,,dz2,,dxz,,dx2-dy2,,t2g,,eg,,t2g_tot,eg_tot,,,"Integrate of X x=(-21.7656,-0.0066) Area = 3.71853","Integrate of Y x=(-21.7656,-0.0066) Area = 3.58675","Integrate of Z x=(-21.7656,-0.0066) Area = -9.30551","Integrate of AA x=(-21.7656,-0.0066) Area = -4.76628",,,,,"Integrate of T x=(-21.7656,-0.0066) Area = 2.21904","Integrate of U x=(-21.7656,-0.0066) Area = -1.49949","Integrate of V x=(-21.7656,-0.0066) Area = 1.82871","Integrate of W x=(-21.7656,-0.0066) Area = -1.75804","Integrate of AF x=(-21.7656,-0.0066) Area = -5.64132","Integrate of AG x=(-21.7656,-0.0066) Area = 3.66419","Integrate of AH x=(-21.7656,-0.0066) Area = -2.84435","Integrate of AI x=(-21.7656,-0.0066) Area = 1.92193",,,,,"Integrate of AT x=(-21.7656,-0.0066) Area = 4.55189","Integrate of AU x=(-21.7656,-0.0066) Area = -6.0015"
-12.2706,0.002659,-0.002612,0.002909,-0.002887,1.2E-7,-1.2E-7,0.002685,-0.002684,0.004999,-0.004745,1.8E-7,-1.7E-7,8.353E-4,-8.07E-4,2E-7,-1.9E-7,0.001657,-0.001588,0.00499938,-0.00474536,0.0024923,-0.002395,0.00974474,0.0048873,-0.119573806644,-0.05997010338,0.036924660665,0.0245172536,-0.631855770248019,-0.40598914692801,-0.061345392228,0.058228414416,-0.03058201638,0.029388087,0.01872227506,-0.018202385605,0.012364683355,-0.012152570245,-0.320215189983701,0.311640580264319,-0.204534709855218,0.201454437072792,8.3568E-4,-8.0736E-4,0.00164304,-0.020161086624,0.01381984613,-0.248242613568708
-12.2566,0.002682,-0.002635,0.002913,-0.00289,1.1E-7,-1.1E-7,0.002529,-0.002528,0.004923,-0.004673,1.8E-7,-1.6E-7,8.423E-4,-8.139E-4,2E-7,-1.9E-7,0.001626,-0.001558,0.00492338,-0.00467335,0.0024683,-0.0023719,0.00959673,0.0048402,-0.117623280918,-0.05932439532,0.037060050955,0.0245853461,-0.633516149860953,-0.40682420841891,-0.060343899308,0.05727938161,-0.03025296578,0.02907142954,0.01879173438,-0.018268316575,0.012399407555,-0.012185938545,-0.321067015024453,0.312449134836501,-0.204960554730338,0.201863653688572,8.4268E-4,-8.1425E-4,0.00165693,-0.020308328238,0.01384294592,-0.248525899472742
-12.2416,0.002691,-0.002644,0.002895,-0.002871,1.1E-7,-1.1E-7,0.002393,-0.002392,0.004826,-0.004581,1.8E-7,-1.6E-7,8.449E-4,-8.167E-4,2E-7,-1.9E-7,0.001595,-0.001527,0.00482638,-0.00458135,0.0024399,-0.0023437,0.00940773,0.0047836,-0.115165667568,-0.05855891776,0.037202584405,0.0246575246,-0.635262066974598,-0.40770833326701,-0.059082613408,0.05608305416,-0.02986827984,0.02869063792,0.01886485758,-0.018337726825,0.012436219055,-0.012221305545,-0.321962713869823,0.313299353104776,-0.205411464072488,0.202296869194522,8.4528E-4,-8.1705E-4,0.00166233,-0.020349578928,0.01386784037,-0.248830833776487
-12.2276,0.002682,-0.002636,0.002855,-0.002831,1.1E-7,-1.1E-7,0.002279,-0.002278,0.004709,-0.004469,1.8E-7,-1.6E-7,8.416E-4,-8.139E-4,2E-7,-1.9E-7,0.001561,-0.001494,0.00470938,-0.00446935,0.0024026,-0.0023079,0.00917873,0.0047105,-0.112233838948,-0.0575981098,0.037332689625,0.0247239833,-0.63685386352021,-0.40852143245993,-0.057584414888,0.05464942406,-0.02937803176,0.02822007804,0.0189316079,-0.018401081725,0.012470116555,-0.012253866745,-0.322779383067895,0.314074480452316,-0.205826188253688,0.202695244206242,8.4198E-4,-8.1425E-4,0.00165623,-0.020251717948,0.01389107029,-0.249115042854619
-12.2136,0.002663,-0.002617,0.002798,-0.002775,1.1E-7,-1.1E-7,0.002187,-0.002185,0.00458,-0.004346,1.7E-7,-1.6E-7,8.353E-4,-8.081E-4,2E-7,-1.9E-7,0.001526,-0.00146,0.00458037,-0.00434635,0.0023613,-0.0022681,0.00892672,0.0046294,-0.109027387392,-0.05654163984,0.037459427775,0.0247893626,-0.63840269210459,-0.40932041070741,-0.055942807032,0.05308458036,-0.02883997368,0.02770166616,0.01899663615,-0.018462791625,0.012503463855,-0.012285898745,-0.323574073621335,0.314828618483256,-0.206233714291768,0.203086696415642,8.3567E-4,-8.0845E-4,0.00164412,-0.020080624032,0.01391417274,-0.249397369248479
-12.1996,0.002634,-0.00259,0.002728,-0.002704,1E-7,-1E-7,0.002114,-0.002112,0.004444,-0.004217,1.7E-7,-1.6E-7,8.26E-4,-7.994E-4,2E-7,-1.9E-7,0.00149,-0.001424,0.00444437,-0.00421735,0.002316,-0.0022234,0.00866172,0.0045394,-0.105669519312,-0.05537886424,0.037582546855,0.0248535442,-0.639905570451518,-0.41010385423597,-0.054219536252,0.05144998306,-0.0282542736,0.02712459064,0.01905980933,-0.018522737525,0.012536204955,-0.012317339245,-0.324345210024323,0.315560360427196,-0.206633374022728,0.203470480213242,8.2637E-4,-7.9975E-4,0.00162612,-0.019838013552,0.01393706442,-0.249676799711567
-12.1846,0.002599,-0.002556,0.002648,-0.002624,1E-7,-1E-7,0.002061,-0.002058,0.004307,-0.004085,1.7E-7,-1.6E-7,8.145E-4,-7.888E-4,1.9E-7,-1.8E-7,0.001452,-0.001387,0.00430736,-0.00408534,0.0022665,-0.0021758,0.0083927,0.0044423,-0.10226169242,-0.05412764858,0.037710455005,0.02492090695,-0.641465054539508,-0.41092515308212,-0.052483458656,0.049778233764,-0.0276163959,0.02651125268,0.019125447305,-0.0185850077,0.012570573705,-0.012350333245,-0.325145482486133,0.316319572053376,-0.207052404043978,0.203872749038142,8.1486E-4,-7.8914E-4,0.001604,-0.0195440984,0.01396129032,-0.249972165551207
-12.1706,0.002566,-0.002523,0.002562,-0.002539,1E-7,-1E-7,0.002026,-0.002022,0.004175,-0.003959,1.7E-7,-1.6E-7,8.038E-4,-7.786E-4,1.9E-7,-1.8E-7,0.001414,-0.001349,0.00417536,-0.00395934,0.0022178,-0.0021276,0.0081347,0.0043454,-0.09900417982,-0.05288612524,0.037826146805,0.02498242085,-0.642873915645188,-0.41167424949886,-0.050816636416,0.048187543404,-0.02699195668,0.02589416856,0.019184826345,-0.01864132046,0.012601963805,-0.012380457045,-0.325868583151637,0.317005332493552,-0.207434662512038,0.204239586986822,8.0416E-4,-7.7894E-4,0.0015831,-0.01926727686,0.01398360002,-0.250243845178027
-12.1566,0.00252,-0.00248,0.002473,-0.00245,1E-7,-1E-7,0.002007,-0.002003,0.004052,-0.003841,1.7E-7,-1.6E-7,7.892E-4,-7.65E-4,1.9E-7,-1.8E-7,0.001376,-0.001312,0.00405236,-0.00384134,0.0021652,-0.002077,0.0078937,0.0042422,-0.09596055342,-0.05157072852,0.037938345605,0.02504253405,-0.644238668777868,-0.41240544747518,-0.049262919576,0.046697633844,-0.02632147032,0.0252492582,0.019242420385,-0.01869592522,0.012632644805,-0.012409889245,-0.326569140043581,0.317669528734288,-0.207807856501038,0.204597590974142,7.8956E-4,-7.6534E-4,0.0015549,-0.01890229734,0.01400556602,-0.250511032197427
-12.1426,0.002481,-0.002442,0.002386,-0.002363,1E-7,-1E-7,0.002004,-0.001999,0.003943,-0.003737,1.7E-7,-1.6E-7,7.763E-4,-7.53E-4,1.8E-7,-1.7E-7,0.001339,-0.001276,0.00394335,-0.00373733,0.0021153,-0.002029,0.00768068,0.0041443,-0.093263424968,-0.05032257718,0.038047366265,0.02510123955,-0.645563236626584,-0.41311870061508,-0.04788252171,0.045380903258,-0.02568524178,0.0246373354,0.019298390355,-0.01874897591,0.012662608305,-0.012438631245,-0.327249158132583,0.318314078494002,-0.208171903485738,0.204946797129342,7.7665E-4,-7.5333E-4,0.00152998,-0.018577935148,0.01402716018,-0.250773393824843
-12.1276,0.002443,-0.002405,0.002303,-0.002281,1E-7,-1E-7,0.002015,-0.002009,0.003853,-0.00365,1.7E-7,-1.6E-7,7.64E-4,-7.416E-4,1.8E-7,-1.7E-7,0.001303,-0.001241,0.00385335,-0.00365033,0.002067,-0.0019826,0.00750368,0.0040496,-0.091001629568,-0.04911192896,0.038161248965,0.0251626938,-0.646945224535604,-0.41386445941113,-0.04673188746,0.044269742108,-0.0250677492,0.02404417976,0.019356865605,-0.01880438336,0.012693975555,-0.012468718245,-0.327958766201358,0.318986458334247,-0.208552550918088,0.205311908493042,7.6435E-4,-7.4193E-4,0.00150628,-0.018267561328,0.01404993213,-0.251049735048413
-12.1136,0.002428,-0.00239,0.002227,-0.002205,1E-7,-1E-7,0.002037,-0.002031,0.003784,-0.003583,1.7E-7,-1.6E-7,7.591E-4,-7.37E-4,1.7E-7,-1.7E-7,0.00127,-0.001208,0.00378434,-0.00358333,0.0020291,-0.001945,0.00736767,0.0039741,-0.089249007312,-0.04814065776,0.038265348415,0.0252188597,-0.648206978993764,-0.41454522751817,-0.045841981024,0.043407026288,-0.02457970576,0.023560952,0.019410329435,-0.01885501898,0.012722648255,-0.012496211445,-0.328606783280746,0.319600195713019,-0.208900083102808,0.205645144415362,7.5944E-4,-7.3733E-4,0.00149677,-0.018131273072,0.01407095348,-0.251304526889213
-12.0996,0.002421,-0.002366,0.002158,-0.002136,1.1E-7,-1.1E-7,0.002071,-0.002062,0.003738,-0.003538,1.8E-7,-1.6E-7,7.572E-4,-7.294E-4,1.7E-7,-1.6E-7,0.00124,-0.001178,0.00373835,-0.00353832,0.0019972,-0.0019074,0.00727667,0.0039046,-0.088044796332,-0.04724409816,0.038367858795,0.0252740106,-0.649448035619272,-0.41521292080961,-0.04523253966,0.042812256672,-0.02416532112,0.02307877704,0.019462988265,-0.01890487053,0.012750832355,-0.012523178245,-0.329244304925534,0.320203730693739,-0.209241298290968,0.205971622518642,7.5755E-4,-7.2972E-4,0.00148727,-0.017995372092,0.01409184176,-0.251557413405361
-12.0846,0.002375,-0.002341,0.002098,-0.002077,1.1E-7,-1.1E-7,0.002108,-0.002099,0.003716,-0.003516,1.8E-7,-1.7E-7,7.422E-4,-7.216E-4,1.7E-7,-1.6E-7,0.001209,-0.00115,0.00371635,-0.00351633,0.0019512,-0.0018716,0.00723268,0.0038228,-0.087404044728,-0.04619700888,0.03847667892,0.0253319661,-0.650763901927222,-0.41591372911241,-0.04491060321,0.042493441518,-0.02357947152,0.02261753736,0.019518898515,-0.018957780405,0.012780445355,-0.012551520745,-0.329920378497059,0.320843523430164,-0.209599384235768,0.206314344876642,7.4255E-4,-7.2193E-4,0.00146448,-0.017697655008,0.014113979885,-0.251825111108611
-12.0706,0.002366,-0.002351,0.002052,-0.002032,1.1E-7,-1.1E-7,0.002151,-0.002144,0.003723,-0.003521,1.9E-7,-1.7E-7,7.394E-4,-7.251E-4,1.7E-7,-1.6E-7,0.001183,-0.001126,0.00372336,-0.00352133,0.0019224,-0.0018511,0.00724469,0.0037735,-0.087447755114,-0.0455484091,0.03857802051,0.0253851402,-0.651987864526116,-0.41655594703827,-0.044943189216,0.042504565898,-0.02320452144,0.02234388766,0.019570976485,-0.019007044025,0.012807560555,-0.012577579645,-0.330549355044041,0.321438509482076,-0.209926872186488,0.206629074851782,7.3976E-4,-7.2543E-4,0.00146519,-0.017685722414,0.014134487575,-0.252072794750565
-12.0566,0.002337,-0.002304,0.002009,-0.001989,1.1E-7,-1.1E-7,0.002193,-0.002184,0.003747,-0.003543,1.9E-7,-1.8E-7,7.299E-4,-7.103E-4,1.6E-7,-1.6E-7,0.001157,-0.001098,0.00374735,-0.00354334,0.0018869,-0.0018083,0.00729069,0.0036952,-0.087900933054,-0.04455154832,0.03867976817,0.0254374211,-0.653215305343292,-0.41718664674021,-0.04518030001,0.042720633044,-0.02274959854,0.02180194978,0.019623271455,-0.019056496715,0.012834225655,-0.012603195445,-0.331180219468623,0.32203508587467,-0.210248551026348,0.206938095713862,7.3025E-4,-7.1064E-4,0.00144089,-0.017372234374,0.014154830135,-0.252318200448081
-12.0426,0.002302,-0.00227,0.001974,-0.001955,1.1E-7,-1.1E-7,0.002238,-0.002228,0.003795,-0.003587,2E-7,-1.8E-7,7.185E-4,-6.996E-4,1.6E-7,-1.5E-7,0.001132,-0.001075,0.00379536,-0.00358733,0.0018505,-0.0017746,0.00738269,0.0036251,-0.088906782594,-0.04365562926,0.03878248183,0.0254886632,-0.654452959352828,-0.41780409698327,-0.045706002336,0.043200780258,-0.0222848313,0.02137079796,0.019676070425,-0.019106411405,0.012860387455,-0.012628275745,-0.331816423585045,0.322636535767784,-0.210563792035228,0.207240304948042,7.1886E-4,-6.9993E-4,0.00141879,-0.017085920454,0.014174847895,-0.252559407531877
-12.0276,0.002302,-0.002271,0.001952,-0.001934,1.1E-7,-1.1E-7,0.002282,-0.002271,0.003867,-0.003654,2.1E-7,-1.9E-7,7.188E-4,-7.001E-4,1.6E-7,-1.5E-7,0.001111,-0.001054,0.00386737,-0.00365434,0.0018298,-0.0017541,0.00752171,0.0035839,-0.090468119196,-0.04310571564,0.03889426483,0.0255427307,-0.655798271116253,-0.41845480707002,-0.046515179412,0.043952939784,-0.02200810248,0.02109761316,0.0197335409,-0.01916072393,0.012887989705,-0.012654740995,-0.332508082448155,0.323290188668099,-0.210895989038578,0.207558818031442,7.1917E-4,-7.0044E-4,0.00141961,-0.017074501236,0.014196135895,-0.252815610694552
-12.0136,0.002273,-0.002242,0.001934,-0.001917,1.1E-7,-1.1E-7,0.002322,-0.002311,0.003958,-0.00374,2.2E-7,-2E-7,7.094E-4,-6.911E-4,1.6E-7,-1.5E-7,0.001088,-0.001032,0.00395838,-0.00374035,0.0017974,-0.0017231,0.00769873,0.0035205,-0.092489462728,-0.0422938788,0.03900080791,0.0255924615,-0.65707897418972,-0.4190526042311,-0.047554393968,0.04493506876,-0.02159324464,0.02070063416,0.01978832115,-0.01921248676,0.012913380105,-0.012679081395,-0.333166569461815,0.323912404727907,-0.211201198468418,0.207851405762682,7.0978E-4,-6.9145E-4,0.00140123,-0.016833816728,0.014215881775,-0.2530529689203
-11.9996,0.00226,-0.00223,0.001919,-0.001903,1.1E-7,-1.1E-7,0.002359,-0.002347,0.00406,-0.003835,2.3E-7,-2.1E-7,7.055E-4,-6.875E-4,1.5E-7,-1.5E-7,0.001067,-0.001012,0.00406038,-0.00383536,0.0017725,-0.0016995,0.00789574,0.003472,-0.094745721704,-0.0416626112,0.0391099692,0.025641409,-0.658389620480745,-0.4196402996611,-0.048722935848,0.046022785856,-0.021269291,0.0203933202,0.01984445247,-0.01926551673,0.012938369405,-0.012703039595,-0.333840510770527,0.324549109710219,-0.211501236217898,0.208139063443202,7.0588E-4,-6.8786E-4,0.00139374,-0.016724322504,0.014235446565,-0.253287875894924
-11.9846,0.002266,-0.002236,0.001915,-0.001903,1.1E-7,-1.1E-7,0.002391,-0.002378,0.004179,-0.00395,2.4E-7,-2.2E-7,7.079E-4,-6.898E-4,1.5E-7,-1.5E-7,0.001046,-9.918E-4,0.00417939,-0.00395037,0.0017539,-0.0016816,0.00812976,0.0034355,-0.097431921696,-0.0411730933,0.03923016045,0.02569321525,-0.659830952806244,-0.42026156744485,-0.050088317394,0.047343604302,-0.02101978994,0.02015330336,0.019906250745,-0.019323909705,0.012964817405,-0.012728397845,-0.334581595169842,0.325249357636404,-0.211818404324948,0.208443163119902,7.0829E-4,-6.9017E-4,0.00139846,-0.016759983716,0.014256388065,-0.253539008191574
-11.9706,0.002247,-0.002217,0.001909,-0.001894,1.1E-7,-1.1E-7,0.002417,-0.002404,0.00431,-0.004066,2.5E-7,-2.2E-7,7.022E-4,-6.842E-4,1.5E-7,-1.4E-7,0.001024,-9.703E-4,0.0043104,-0.00406636,0.0017262,-0.0016545,0.00837676,0.0033807,-0.100274843256,-0.04046900742,0.03934570609,0.02574092865,-0.661214900160909,-0.42083306214989,-0.05159807424,0.048676769016,-0.02066364972,0.0198053577,0.019965679275,-0.019380026815,0.012989178105,-0.012751750545,-0.33529339991128,0.32592150024963,-0.212110188402568,0.208722873747322,7.026E-4,-6.8456E-4,0.00138716,-0.016605137496,0.014275887405,-0.253772564040058
-11.9566,0.002247,-0.002218,0.001907,-0.001895,1.1E-7,-1.1E-7,0.002438,-0.002425,0.004444,-0.004196,2.6E-7,-2.3E-7,7.028E-4,-6.847E-4,1.5E-7,-1.4E-7,0.001001,-9.487E-4,0.00444441,-0.00419637,0.0017038,-0.0016334,0.00864078,0.0033372,-0.103314350148,-0.03990156552,0.03946482887,0.02578795395,-0.662640024514736,-0.42139565616047,-0.053140032606,0.050174317542,-0.02037165508,0.01952991044,0.020026962945,-0.019437865925,0.013013188105,-0.012774765845,-0.336026566659202,0.326613457855536,-0.212397435536168,0.208998220624302,7.0321E-4,-6.8507E-4,0.00138828,-0.016599108648,0.014295315485,-0.254004993763066
-11.9426,0.002268,-0.002238,0.00191,-0.001899,1.1E-7,-1.1E-7,0.002454,-0.00244,0.004582,-0.004326,2.7E-7,-2.4E-7,7.101E-4,-6.916E-4,1.5E-7,-1.4E-7,9.78E-4,-9.267E-4,0.00458242,-0.00432638,0.0016881,-0.0016183,0.0089088,0.0033064,-0.10639423488,-0.03948701264,0.03958767593,0.02583445915,-0.664107984609932,-0.42195137620759,-0.054726009092,0.051668225788,-0.02016030306,0.01932670958,0.020090150755,-0.019497525175,0.013036931405,-0.012797527745,-0.336781628951088,0.327326355658846,-0.212681159243148,0.209270216964442,7.1052E-4,-6.9198E-4,0.0014025,-0.0167494965,0.014314850945,-0.254238433999102
-11.9276,0.002275,-0.002245,0.001902,-0.001893,1E-7,-1E-7,0.002462,-0.002449,0.004715,-0.004451,2.7E-7,-2.5E-7,7.129E-4,-6.941E-4,1.5E-7,-1.4E-7,9.52E-4,-9.022E-4,0.00471542,-0.00445139,0.0016649,-0.0015963,0.00916681,0.0032612,-0.109338042956,-0.03889828912,0.039723243005,0.02588371615,-0.665725976693702,-0.42253926597079,-0.056243643592,0.053094399364,-0.01985826124,0.01904002788,0.020159884555,-0.01956335845,0.013062078905,-0.012821637245,-0.337613901346218,0.328112075347486,-0.212981298475398,0.209557967495392,7.1332E-4,-6.9449E-4,0.00140781,-0.016791794556,0.01433592827,-0.254489993682022
-11.9136,0.002313,-0.002282,0.001906,-0.001898,1E-7,-1E-7,0.002469,-0.002455,0.004849,-0.004578,2.8E-7,-2.6E-7,7.258E-4,-7.063E-4,1.5E-7,-1.4E-7,9.268E-4,-8.78E-4,0.00484943,-0.0045784,0.0016526,-0.0015843,0.00942783,0.0032369,-0.112319395488,-0.03856313184,0.039853405485,0.02592920285,-0.66727757876281,-0.42308149591751,-0.057774169248,0.05454522624,-0.01968841536,0.01887471648,0.020226838505,-0.01962656698,0.013085301405,-0.012843901445,-0.338412026036098,0.328865552726714,-0.213258125211598,0.209823370705912,7.2623E-4,-7.067E-4,0.00143293,-0.017071354848,0.01435581345,-0.25472703572785
-11.8996,0.002351,-0.00232,0.001897,-0.001891,1E-7,-1E-7,0.002472,-0.002459,0.004973,-0.004694,2.9E-7,-2.7E-7,7.387E-4,-7.186E-4,1.5E-7,-1.4E-7,8.994E-4,-8.523E-4,0.00497344,-0.00469441,0.0016381,-0.0015709,0.00966785,0.003209,-0.11504354786,-0.0381858164,0.039987075245,0.02597432415,-0.668869119366247,-0.42361873855519,-0.059181946624,0.055861601236,-0.01949273476,0.01869308164,0.020295598595,-0.01969147665,0.013108336305,-0.012865987845,-0.339230718847202,0.329638400519046,-0.213532393262438,0.210086345292752,7.3914E-4,-7.1901E-4,0.00145815,-0.01735140174,0.01437605101,-0.254967995023966
-11.8856,0.002413,-0.002381,0.001892,-0.001887,1E-7,-1E-7,0.002471,-0.002458,0.005088,-0.004802,3E-7,-2.7E-7,7.593E-4,-7.382E-4,1.5E-7,-1.4E-7,8.715E-4,-8.259E-4,0.00508845,-0.00480241,0.0016308,-0.0015641,0.00989086,0.0031949,-0.117558805616,-0.03797330344,0.040123986215,0.02601915145,-0.670497335840579,-0.42415185239407,-0.06047928132,0.057079524296,-0.01938303648,0.01859026696,0.020366031825,-0.01975795439,0.013131218605,-0.012887932845,-0.34006834744281,0.33042898839777,-0.213804523661118,0.210347328732952,7.5975E-4,-7.3861E-4,0.00149836,-0.017808907616,0.01439674658,-0.255214117189458
-11.8706,0.002498,-0.002464,0.001892,-0.001888,9E-8,-9E-8,0.002469,-0.002457,0.005192,-0.004899,3E-7,-2.8E-7,7.872E-4,-7.649E-4,1.5E-7,-1.4E-7,8.434E-4,-7.993E-4,0.00519245,-0.00489942,0.0016306,-0.0015642,0.01009187,0.0031948,-0.119796552022,-0.03792419288,0.04027385669,0.0260670742,-0.672277501022864,-0.42472108361647,-0.06163749697,0.058159055052,-0.01935620036,0.01856799252,0.020443138575,-0.019830718115,0.013155679105,-0.012911395095,-0.340984223279985,0.33129327774288,-0.214095067937418,0.210626015679052,7.8765E-4,-7.6532E-4,0.00155297,-0.018434685682,0.014419631555,-0.255485944139193
-11.8566,0.002598,-0.002562,0.001883,-0.001881,9E-8,-9E-8,0.002464,-0.002452,0.005277,-0.004979,3.1E-7,-2.8E-7,8.197E-4,-7.959E-4,1.5E-7,-1.4E-7,8.14E-4,-7.714E-4,0.00527746,-0.00497942,0.0016337,-0.0015673,0.01025688,0.003201,-0.121611723408,-0.0379529766,0.04041629794,0.0261118448,-0.673967358950874,-0.42525222380283,-0.062572732236,0.059038991172,-0.01937012742,0.01858284918,0.020516427945,-0.019899869995,0.013178529205,-0.012933315595,-0.341853694884427,0.332113664066448,-0.214366152231878,0.210886071570952,8.2016E-4,-7.9632E-4,0.00161648,-0.019165956768,0.014441817705,-0.255749148636343
-11.8426,0.002722,-0.002684,0.001862,-0.00186,9E-8,-9E-8,0.002459,-0.002447,0.005339,-0.005038,3.1E-7,-2.9E-7,8.602E-4,-8.347E-4,1.5E-7,-1.4E-7,7.845E-4,-7.436E-4,0.00533946,-0.00503843,0.0016447,-0.0015783,0.01037789,0.003223,-0.122901200114,-0.0381686998,0.04056074133,0.0261568128,-0.675678949415528,-0.42578507553763,-0.063233088996,0.059668111118,-0.01947752422,0.01869117558,0.020590746385,-0.019969994945,0.013201478005,-0.012955334795,-0.342734335633051,0.332944613782478,-0.214638085793358,0.211146989744272,8.6066E-4,-8.3513E-4,0.00169579,-0.020082562654,0.014465003595,-0.256023888272297
-11.8276,0.00287,-0.002829,0.001846,-0.001845,8E-8,-8E-8,0.002452,-0.00244,0.005382,-0.005077,3.2E-7,-2.9E-7,9.084E-4,-8.81E-4,1.5E-7,-1.5E-7,7.545E-4,-7.152E-4,0.00538247,-0.00507744,0.0016629,-0.0015962,0.01045991,0.0032591,-0.123715631516,-0.03854733116,0.04071702483,0.02620542855,-0.677528575652753,-0.42636044576983,-0.063661702172,0.060053929344,-0.01966811604,0.01887921512,0.02067116086,-0.02004586397,0.013226285005,-0.012979143545,-0.343686046566811,0.333842529085943,-0.214931678095308,0.211428767674522,9.0887E-4,-8.8144E-4,0.00179031,-0.021175070556,0.014491149345,-0.256333320521372
-11.8136,0.003043,-0.002999,0.001826,-0.001825,8E-8,-8E-8,0.002444,-0.002434,0.0054,-0.005093,3.2E-7,-2.9E-7,9.645E-4,-9.348E-4,1.6E-7,-1.5E-7,7.248E-4,-6.871E-4,0.00540048,-0.00509344,0.0016893,-0.0016219,0.01049392,0.0033112,-0.123970973312,-0.03911719232,0.04086370164,0.02625142065,-0.679262381886549,-0.42690409743419,-0.063799110528,0.060171862784,-0.01995671448,0.01916047784,0.02074664151,-0.02011706013,0.013249750405,-0.013001670245,-0.344578272255711,0.334684109630839,-0.215209051908948,0.211695045525242,9.6498E-4,-9.3524E-4,0.00190022,-0.022448438992,0.014516983055,-0.256638685088208
-11.7996,0.003241,-0.003193,0.001802,-0.001803,8E-8,-8E-8,0.002436,-0.002426,0.005391,-0.005085,3.2E-7,-2.9E-7,0.001028,-9.961E-4,1.6E-7,-1.6E-7,6.953E-4,-6.593E-4,0.00539148,-0.00508545,0.0017233,-0.0016554,0.01047693,0.0033787,-0.123623583228,-0.03986730852,0.04101049759,0.02629824995,-0.680995543782329,-0.42745698894007,-0.063617307408,0.06000627582,-0.02033425068,0.01953305784,0.02082218523,-0.02018831236,0.013273638605,-0.013024611345,-0.345470187181263,0.335525356601067,-0.215491088665068,0.211965900275002,0.00102848,-9.9655E-4,0.00202503,-0.023894543988,0.014544459805,-0.256963085969068
-11.7856,0.003462,-0.003411,0.001775,-0.001777,8E-8,-8E-8,0.002426,-0.002416,0.005355,-0.00505,3.2E-7,-2.9E-7,0.0011,-0.001065,1.7E-7,-1.6E-7,6.661E-4,-6.316E-4,0.00535549,-0.00505045,0.0017661,-0.0016966,0.01040594,0.0034627,-0.122640246464,-0.04080999712,0.04115667768,0.02634613975,-0.682719390590173,-0.42802173007955,-0.063117662944,0.05952258352,-0.02081454816,0.01999544896,0.02089741402,-0.02025926366,0.013298064405,-0.013048075345,-0.346357331973727,0.336362058616447,-0.215779130256948,0.212242599822602,0.00110049,-0.00106545,0.00216594,-0.025526902464,0.014573796595,-0.257309036094232
-11.7706,0.003706,-0.00365,0.001745,-0.001747,7E-8,-7E-8,0.002416,-0.002406,0.00529,-0.004988,3.1E-7,-2.9E-7,0.001179,-0.001141,1.8E-7,-1.7E-7,6.379E-4,-6.05E-4,0.00529049,-0.00498846,0.0018169,-0.001746,0.01027895,0.0035629,-0.12098940887,-0.04193747074,0.041311814355,0.02639883175,-0.684546613005178,-0.4286423360885,-0.062272241594,0.058717167276,-0.02138600314,0.0205514676,0.02097725887,-0.020334555485,0.013324936905,-0.013073894845,-0.347297756257762,0.337248856747417,-0.216095634391698,0.212546701696802,0.00117949,-0.00114146,0.00232095,-0.02731897407,0.01460744827,-0.257705380168237
-11.7566,0.003972,-0.003911,0.001713,-0.001715,7E-8,-7E-8,0.002403,-0.002395,0.005197,-0.0049,3.1E-7,-2.8E-7,0.001265,-0.001223,1.8E-7,-1.8E-7,6.106E-4,-5.793E-4,0.00519749,-0.00490046,0.0018756,-0.0018023,0.01009795,0.0036779,-0.11871755897,-0.04323959914,0.041454452655,0.02644951735,-0.686224561780058,-0.42923857557766,-0.061104810934,0.057612748036,-0.02205067896,0.02118892018,0.02105067473,-0.020403777925,0.013350784405,-0.013098732945,-0.348161395625458,0.338063166154601,-0.216399691166398,0.212838884411262,0.00126549,-0.00122346,0.00248895,-0.02926158957,0.01464111757,-0.258101444113717
-11.7426,0.004255,-0.004189,0.001677,-0.00168,7E-8,-7E-8,0.002388,-0.00238,0.005077,-0.004786,3E-7,-2.7E-7,0.001356,-0.001311,1.9E-7,-1.9E-7,5.843E-4,-5.544E-4,0.00507749,-0.00478646,0.0019403,-0.0018654,0.00986395,0.0038057,-0.11582841927,-0.04468881282,0.041594185955,0.02650190255,-0.687866383627738,-0.42985407446138,-0.059622934074,0.056205485196,-0.02278416678,0.02190464604,0.02112259959,-0.020471586365,0.013377495705,-0.013124406845,-0.349006489840514,0.338859893787225,-0.216713535086578,0.213140539374802,0.00135649,-0.00131146,0.00266795,-0.03132866967,0.01467721587,-0.258525575928397
