,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Y1,Integrated Y2,Integrated Y3,Integrated Y4,,,,,Integrated Y5,Integrated Y6,Integrated Y7,Integrated Y8,Integrated Y9,Integrated Y10,Integrated Y11,Integrated Y12,,,,,Integrated Y13,Integrated Y14
,s,,py,,pz,,px,,dxy,,dyz,,dz2,,dxz,,dx2-dy2,,t2g,,eg,,t2g_tot,eg_tot,,,"Integrate of X x=(-21.7656,-0.0066) Area = 3.71853","Integrate of Y x=(-21.7656,-0.0066) Area = 3.58675","Integrate of Z x=(-21.7656,-0.0066) Area = -9.30551","Integrate of AA x=(-21.7656,-0.0066) Area = -4.76628",,,,,"Integrate of T x=(-21.7656,-0.0066) Area = 2.21904","Integrate of U x=(-21.7656,-0.0066) Area = -1.49949","Integrate of V x=(-21.7656,-0.0066) Area = 1.82871","Integrate of W x=(-21.7656,-0.0066) Area = -1.75804","Integrate of AF x=(-21.7656,-0.0066) Area = -5.64132","Integrate of AG x=(-21.7656,-0.0066) Area = 3.66419","Integrate of AH x=(-21.7656,-0.0066) Area = -2.84435","Integrate of AI x=(-21.7656,-0.0066) Area = 1.92193",,,,,"Integrate of AT x=(-21.7656,-0.0066) Area = 4.55189","Integrate of AU x=(-21.7656,-0.0066) Area = -6.0015"
-18.6096,0.001385,-0.001384,0.001974,-0.002086,1E-8,-1E-8,4.76E-6,-3.98E-6,0.002804,-0.003113,1.8E-7,-2E-7,3.907E-4,-3.903E-4,8E-8,-8E-8,1.288E-4,-1.278E-4,0.00280426,-0.00311328,5.195E-4,-5.181E-4,0.00591754,0.0010376,-0.110123052384,-0.01930932096,0.01851610845,0.008207349415,-0.35417783062561,-0.165045668187609,-0.052186156896,0.057936895488,-0.0096676872,0.00964163376,0.009383889335,-0.009132219115,0.004108512455,-0.00409883696,-0.179517468685331,0.174660361940279,-0.0826365361738129,0.082409132013796,3.9096E-4,-3.9058E-4,7.8154E-4,-0.014544146784,0.00784570633999999,-0.157773178576919
-18.5956,0.001455,-0.001455,0.001984,-0.002085,1E-8,-1E-8,5E-6,-4.19E-6,0.002461,-0.002737,1.6E-7,-1.8E-7,4.103E-4,-4.102E-4,8E-8,-8E-8,1.354E-4,-1.344E-4,0.00246124,-0.00273726,5.457E-4,-5.446E-4,0.0051985,0.0010903,-0.0966692266,-0.02027478268,0.01859392073,0.008222244715,-0.355625376578498,-0.165322756913089,-0.045768234544,0.050900992056,-0.01014761892,0.01012716376,0.009420747835,-0.009173172895,0.004115968855,-0.00410627586,-0.180203149425411,0.175422227153087,-0.0827752433166529,0.082547513596436,4.1054E-4,-4.1046E-4,8.21E-4,-0.0152669876,0.00785692411999999,-0.157981856517607
-18.5816,0.001515,-0.001516,0.002004,-0.002096,1E-8,-1E-8,5.22E-6,-4.37E-6,0.002158,-0.002404,1.5E-7,-1.6E-7,4.273E-4,-4.274E-4,8E-8,-8E-8,1.411E-4,-1.401E-4,0.00215823,-0.00240424,5.684E-4,-5.675E-4,0.00456247,0.0011359,-0.084777992552,-0.02110683944,0.01866224752,0.008237828115,-0.356895507112562,-0.165612428267929,-0.040103366568,0.044674625984,-0.01056178144,0.010545058,0.009453084125,-0.00920916339499999,0.004123767555,-0.00411406056,-0.180804250633195,0.176091256479367,-0.0829202091191729,0.082692219148756,4.2753E-4,-4.2764E-4,8.5517E-4,-0.015890426872,0.00786865730999999,-0.158199958418911
-18.5666,0.001563,-0.001565,0.002032,-0.002116,1E-8,-1E-8,5.4E-6,-4.53E-6,0.001891,-0.002109,1.3E-7,-1.4E-7,4.41E-4,-4.414E-4,9E-8,-9E-8,1.457E-4,-1.448E-4,0.00189122,-0.00210923,5.867E-4,-5.862E-4,0.00400045,0.0011729,-0.07427475497,-0.02177676514,0.01872646942,0.008255144115,-0.358088402718977,-0.165934055302279,-0.035113525252,0.039161229718,-0.01089302422,0.01088374092,0.009483455,-0.00924301442,0.004132430805,-0.00412271331,-0.181368377321845,0.176720025397132,-0.0830811201616229,0.082852935140656,4.4122E-4,-4.4163E-4,8.8285E-4,-0.01639152281,0.00788169245999999,-0.158442073041526
-18.5526,0.001599,-0.001602,0.002065,-0.002142,1E-8,-1E-8,5.55E-6,-4.65E-6,0.001657,-0.00185,1.2E-7,-1.3E-7,4.51E-4,-4.517E-4,9E-8,-9E-8,1.491E-4,-1.483E-4,0.00165721,-0.00185022,6.001E-4,-6E-4,0.00350743,0.0012001,-0.065071945818,-0.02226497526,0.01877902458,0.008271755115,-0.359063829624493,-0.166242347485079,-0.030745554246,0.034326391572,-0.01113341526,0.01113156,0.00950829401,-0.00927073056999999,0.004140738405,-0.00413101671,-0.181829390878331,0.177234438746162,-0.0832353052379829,0.083007042247096,4.5121E-4,-4.5192E-4,9.0313E-4,-0.016755409638,0.00789419431999999,-0.158674101568662
-18.5386,0.00162,-0.001624,0.002098,-0.00217,1E-8,-1E-8,5.65E-6,-4.74E-6,0.00145,-0.001622,1.1E-7,-1.2E-7,4.569E-4,-4.58E-4,9E-8,-9E-8,1.512E-4,-1.505E-4,0.0014502,-0.00162221,6.081E-4,-6.085E-4,0.00307241,0.0012166,-0.056958180026,-0.02255406076,0.01882508346,0.00828867201500001,-0.359918040505401,-0.166556080737219,-0.02688467772,0.030073502306,-0.01127332266,0.0112807381,0.00953004588,-0.00929503758,0.004149195805,-0.00413947621,-0.182232802502093,0.177685238003308,-0.0833921524034229,0.083163928333796,4.571E-4,-4.5821E-4,9.1531E-4,-0.016968565966,0.0079069234,-0.15891016939789
-18.5246,0.001626,-0.001632,0.002129,-0.002196,1E-8,-1E-8,5.7E-6,-4.78E-6,0.00127,-0.001421,1E-7,-1.1E-7,4.587E-4,-4.601E-4,9E-8,-9E-8,1.519E-4,-1.513E-4,0.00127019,-0.0014212,6.106E-4,-6.114E-4,0.00269139,0.001222,-0.049856923194,-0.0226370612,0.01886543006,0.008305742215,-0.360665746227941,-0.166872418590939,-0.023529761674,0.02632716152,-0.01131112076,0.01132594044,0.00954908861,-0.00931634145,0.004157726705,-0.00414801551,-0.182585703577851,0.17808004265009,-0.0835502435073629,0.083322175083576,4.5889E-4,-4.603E-4,9.1919E-4,-0.017027627074,0.0079197649,-0.15914814274917
-18.5096,0.001617,-0.001624,0.002153,-0.002217,1E-8,-1E-8,5.7E-6,-4.79E-6,0.001111,-0.001246,9E-8,-1E-7,4.561E-4,-4.578E-4,9E-8,-9E-8,1.512E-4,-1.507E-4,0.00111118,-0.00124619,6.073E-4,-6.085E-4,0.00235737,0.0012158,-0.043633975752,-0.02250397168,0.01890329576,0.008324025715,-0.361366927970036,-0.167210976337539,-0.020567497328,0.023066478424,-0.01124088008,0.0112630916,0.009566948885,-0.009336346875,0.004166860955,-0.00415716476,-0.182916433020366,0.17845049494967,-0.0837193835136629,0.083491592823876,4.5628E-4,-4.5799E-4,9.1427E-4,-0.016922771992,0.00793351585,-0.159402770742165
-18.4956,0.001597,-0.001605,0.00217,-0.00223,1E-8,-1E-8,5.68E-6,-4.79E-6,9.727E-4,-0.001092,9E-8,-9E-8,4.505E-4,-4.525E-4,9E-8,-9E-8,1.501E-4,-1.497E-4,9.7288E-4,-0.00109218,6.006E-4,-6.022E-4,0.00206506,0.0012028,-0.038194523736,-0.02224650768,0.01893425277,0.008340955915,-0.361939727466452,-0.167524229693059,-0.017993999328,0.020200524408,-0.01110845736,0.01113805032,0.009581537305,-0.009352715465,0.004175316255,-0.00416563966,-0.183186363496958,0.178753363969494,-0.0838758288757429,0.083648400817316,4.5068E-4,-4.5268E-4,9.0336E-4,-0.016708185216,0.00794623926,-0.159638187442621
-18.4816,0.00156,-0.001569,0.002175,-0.002233,1E-8,-1E-8,5.58E-6,-4.71E-6,8.514E-4,-9.566E-4,8E-8,-9E-8,4.4E-4,-4.423E-4,9E-8,-9E-8,1.468E-4,-1.466E-4,8.5157E-4,-9.5678E-4,5.868E-4,-5.889E-4,0.00180835,0.0011757,-0.03342120136,-0.02172881712,0.01896136664,0.008357605415,-0.362441037542124,-0.167832056966659,-0.015738376112,0.017682825248,-0.01084500288,0.01088381424,0.009594308455,-0.009367058185,0.004183628055,-0.00417397736,-0.183422490125038,0.179018547417086,-0.0840295030974229,0.083802553869236,4.4017E-4,-4.4248E-4,8.8265E-4,-0.01631278424,0.00795874133,-0.159869334228813
-18.4676,0.00151,-0.001519,0.002167,-0.002223,1E-8,-1E-8,5.43E-6,-4.59E-6,7.452E-4,-8.383E-4,7E-8,-8E-8,4.259E-4,-4.284E-4,8E-8,-8E-8,1.424E-4,-1.422E-4,7.4535E-4,-8.3846E-4,5.683E-4,-5.706E-4,0.00158381,0.0011389,-0.029249169556,-0.02103274964,0.01898511176,0.008373807615,-0.362879730138536,-0.168131387933979,-0.01376482566,0.015484343896,-0.01049513708,0.01053761256,0.009605486895,-0.009379624865,0.004191713755,-0.00418209386,-0.183629012537442,0.179250717601094,-0.0841788840771429,0.083952503856836,4.2605E-4,-4.2856E-4,8.5461E-4,-0.015782595636,0.00797090215,-0.160094001887945
-18.4526,0.001445,-0.001456,0.002144,-0.002198,1E-8,-1E-8,5.22E-6,-4.42E-6,6.523E-4,-7.346E-4,7E-8,-7E-8,4.078E-4,-4.105E-4,8E-8,-8E-8,1.36E-4,-1.359E-4,6.5245E-4,-7.3475E-4,5.438E-4,-5.464E-4,0.0013872,0.0010902,-0.02559744672,-0.02011702452,0.019007394335,0.008390525865,-0.363291079760606,-0.168440011240179,-0.01203939887,0.01355804785,-0.01003452388,0.01008250064,0.009615970395,-0.00939142394,0.004200054505,-0.00419047136,-0.183822544221417,0.179468535539189,-0.0843328565343429,0.084107154705836,4.0795E-4,-4.1065E-4,8.186E-4,-0.01510529836,0.007983451225,-0.160325661092915
-18.4386,0.001379,-0.001389,0.002107,-0.002159,1E-8,-1E-8,5.01E-6,-4.25E-6,5.711E-4,-6.439E-4,6E-8,-7E-8,3.89E-4,-3.918E-4,8E-8,-8E-8,1.305E-4,-1.305E-4,5.7124E-4,-6.4405E-4,5.195E-4,-5.223E-4,0.00121529,0.0010418,-0.022408246194,-0.01920933348,0.019025611765,0.008405449865,-0.363627119611004,-0.168715295746179,-0.010532865864,0.01187538033,-0.0095788527,0.00963048078,0.009624536225,-0.00940107554,0.004207497605,-0.00419795226,-0.183980550074555,0.179646569536449,-0.0844701501704029,0.084245145575776,3.8914E-4,-3.9195E-4,7.8109E-4,-0.014402206074,0.007994649055,-0.160532213623953
-18.4246,0.001299,-0.00131,0.002053,-0.002104,1E-8,-1E-8,4.76E-6,-4.04E-6,4.998E-4,-5.642E-4,6E-8,-6E-8,3.665E-4,-3.694E-4,7E-8,-7E-8,1.227E-4,-1.228E-4,4.9993E-4,-5.6433E-4,4.892E-4,-4.922E-4,0.00106426,9.814E-4,-0.019608564796,-0.01808190244,0.019041568615,0.008419612265,-0.363921237287934,-0.168976334397619,-0.009211010278,0.010397554518,-0.00901331432,0.00906858812,0.009632034415,-0.0094095342,0.004214558505,-0.00420505376,-0.184118757207549,0.179802480080385,-0.0846002953395429,0.084376039058076,3.6663E-4,-3.6953E-4,7.3616E-4,-0.013563453536,0.00800526980499999,-0.160727973241223
-18.4096,0.00122,-0.001231,0.001987,-0.002037,1E-8,-1E-8,4.48E-6,-3.81E-6,4.377E-4,-4.946E-4,5E-8,-6E-8,3.442E-4,-3.472E-4,7E-8,-7E-8,1.16E-4,-1.161E-4,4.3782E-4,-4.9473E-4,4.602E-4,-4.633E-4,9.3255E-4,9.235E-4,-0.01716787248,-0.0170012656,0.01905654469,0.008433899015,-0.364197060567504,-0.169239458157919,-0.008060091072,0.009107781408,-0.00847209792,0.00852916768,0.00963906754,-0.00941747715,0.004221679005,-0.00421222001,-0.184248290467674,0.17994877009983,-0.0847314359313429,0.084508022226576,3.4432E-4,-3.4733E-4,6.9165E-4,-0.01273299984,0.00801597838,-0.160925196641543
-18.3956,0.001133,-0.001144,0.001906,-0.001954,1E-8,-1E-8,4.2E-6,-3.58E-6,3.829E-4,-4.332E-4,5E-8,-5E-8,3.197E-4,-3.226E-4,6E-8,-6E-8,1.075E-4,-1.077E-4,3.8301E-4,-4.3331E-4,4.272E-4,-4.303E-4,8.1632E-4,8.575E-4,-0.015016696192,-0.015774227,0.01906878678,0.008446366015,-0.364422352548208,-0.169468886606119,-0.007045698756,0.007970997436,-0.00785860032,0.00791562668,0.00964481335,-0.00942397343,0.004227890805,-0.00421847521,-0.18435403099647,0.180068321551738,-0.0848457508190229,0.084623135787096,3.1981E-4,-3.2271E-4,6.4252E-4,-0.011819540912,0.00802531756999999,-0.161097064426807
-18.3816,0.00105,-0.001061,0.001816,-0.001863,1E-8,-1E-8,3.93E-6,-3.35E-6,3.353E-4,-3.798E-4,5E-8,-5E-8,2.963E-4,-2.991E-4,6E-8,-6E-8,1.003E-4,-1.006E-4,3.3541E-4,-3.7991E-4,3.966E-4,-3.997E-4,7.1532E-4,7.963E-4,-0.013148726112,-0.01463726808,0.01907950826,0.008457942615,-0.364619510504336,-0.169681767071679,-0.006165372456,0.006983353656,-0.00729014256,0.00734712552,0.00964984229,-0.00942966597,0.004233657405,-0.00422428521,-0.184446508494954,0.180173002009382,-0.0849517920191829,0.084729975052496,2.9641E-4,-2.9921E-4,5.9562E-4,-0.010948448592,0.00803398455,-0.161256440353335
-18.3676,9.633E-4,-9.737E-4,0.001715,-0.00176,1E-8,-1E-8,3.61E-6,-3.09E-6,2.931E-4,-3.323E-4,4E-8,-4E-8,2.718E-4,-2.746E-4,5E-8,-5E-8,9.195E-5,-9.223E-5,2.9319E-4,-3.3239E-4,3.6375E-4,-3.6683E-4,6.2558E-4,7.3058E-4,-0.011490403208,-0.013419001208,0.01908889456,0.008468630775,-0.364791984409576,-0.169878160956695,-0.005385196644,0.006105206564,-0.0066812145,0.006737786708,0.00965424249,-0.00943465207,0.004238979855,-0.00422965092,-0.184527362478654,0.180264621930922,-0.0850495915186029,0.084828569438092,2.7189E-4,-2.7469E-4,5.4658E-4,-0.010039362808,0.00804197995,-0.161403355033135
-18.3526,8.824E-4,-8.923E-4,0.001609,-0.001652,1E-8,-1E-8,7.5E-6,-6.97E-6,2.571E-4,-2.917E-4,4E-8,-4E-8,2.49E-4,-2.516E-4,5E-8,-5E-8,8.519E-5,-8.546E-5,2.5719E-4,-2.9179E-4,3.3419E-4,-3.3706E-4,5.4898E-4,6.7125E-4,-0.010075210348,-0.01231918275,0.01909770376,0.0084791445,-0.364953726511246,-0.17007119733638,-0.004720105194,0.005355105154,-0.006133255394,0.006185927356,0.00965837034,-0.00943933342,0.004244214405,-0.004234930095,-0.184603152242439,0.180350574268807,-0.0851457000428079,0.084925497293572,2.4909E-4,-2.5169E-4,5.0078E-4,-0.009190615028,0.00804983515,-0.161547579866905
-18.3386,8.025E-4,-8.119E-4,0.001498,-0.001539,1E-8,-1E-8,7.22E-6,-6.74E-6,2.258E-4,-2.562E-4,4E-8,-4E-8,2.265E-4,-2.29E-4,4E-8,-5E-8,7.788E-5,-7.814E-5,2.2588E-4,-2.5629E-4,3.0438E-4,-3.0714E-4,4.8217E-4,6.1152E-4,-0.008842322762,-0.011214420672,0.01910492181,0.00848812389,-0.365086149243016,-0.170235932560334,-0.004142322968,0.004699999794,-0.005581903068,0.005632517604,0.00966175183,-0.00944316998,0.004248684395,-0.004239439495,-0.184665189239573,0.180420960003443,-0.0852277061520419,0.085008226408292,2.2658E-4,-2.2909E-4,4.5567E-4,-0.008356349862,0.0080565303,-0.161670408621135
-18.3246,7.263E-4,-7.351E-4,0.001386,-0.001424,1E-8,-1E-8,4.06E-6,-3.65E-6,1.962E-4,-2.23E-4,3E-8,-3E-8,2.05E-4,-2.073E-4,4E-8,-4E-8,7.05E-5,-7.077E-5,1.9627E-4,-2.2307E-4,2.755E-4,-2.7807E-4,4.1934E-4,5.5357E-4,-0.007684237764,-0.010143948822,0.01911123238,0.00849627952,-0.365201835166698,-0.170385441146792,-0.003596569242,0.004087668522,-0.0050484273,0.005095521522,0.00966470688,-0.0094465255,0.004252743555,-0.004243535965,-0.184719361485043,0.180482473681655,-0.0853021184646179,0.085083322682174,2.0507E-4,-2.0737E-4,4.1244E-4,-0.007557798024,0.00806260707,-0.161781807656337
-18.3096,6.558E-4,-6.639E-4,0.001274,-0.001309,1E-8,-1E-8,4E-6,-3.63E-6,1.715E-4,-1.951E-4,3E-8,-3E-8,1.851E-4,-1.873E-4,4E-8,-4E-8,6.416E-5,-6.44E-5,1.7157E-4,-1.9517E-4,2.4926E-4,-2.517E-4,3.6674E-4,5.0096E-4,-0.006714862704,-0.009172377216,0.01911712798,0.008504188495,-0.365309828420208,-0.170530313592077,-0.003141378072,0.003573484632,-0.004563850896,0.00460852632,0.00966746568,-0.0094496623,0.004256679255,-0.00424750924,-0.184769896089898,0.18053993233031,-0.0853742105510879,0.085156103040989,1.8517E-4,-1.8737E-4,3.7254E-4,-0.006821058384,0.00806849442,-0.161889649079397
-18.2956,5.904E-4,-5.979E-4,0.001164,-0.001197,0,0,3.99E-6,-3.66E-6,1.498E-4,-1.706E-4,3E-8,-3E-8,1.666E-4,-1.686E-4,3E-8,-3E-8,5.833E-5,-5.855E-5,1.4986E-4,-1.7066E-4,2.2493E-4,-2.2715E-4,3.2052E-4,4.5208E-4,-0.005864105712,-0.008271074848,0.0191219388,0.008510859775,-0.36539788119912,-0.170652417756525,-0.002741778616,0.003122327096,-0.004115229308,0.00415584554,0.00966971569,-0.00945222311,0.00425999858499999,-0.00425086119,-0.184811078186714,0.180586803012406,-0.0854349641125159,0.085217453644009,1.6666E-4,-1.6866E-4,3.3532E-4,-0.006134880592,0.00807344944,-0.161980340652229
-18.2816,5.314E-4,-5.381E-4,0.00106,-0.00109,0,0,6.55E-6,-6.24E-6,1.341E-4,-1.522E-4,2E-8,-2E-8,1.5E-4,-1.518E-4,3E-8,-3E-8,5.318E-5,-5.336E-5,1.3415E-4,-1.5225E-4,2.0318E-4,-2.0516E-4,2.864E-4,4.0834E-4,-0.00523585024,-0.007465108544,0.01912618724,0.008516882715,-0.365475580890784,-0.170762571040269,-0.00245247664,0.0027833736,-0.003714455488,0.003750653056,0.00967170376,-0.00945448348,0.00426299535499999,-0.00425388736,-0.184847437973506,0.180628142917278,-0.0854897719060879,0.085272799134181,1.5005E-4,-1.5185E-4,3.019E-4,-0.00551921504,0.00807790998,-0.162061919321653
-18.2676,4.773E-4,-4.834E-4,9.592E-4,-9.868E-4,0,0,5.73E-6,-5.21E-6,1.193E-4,-1.328E-4,2E-8,-2E-8,1.347E-4,-1.364E-4,3E-8,-3E-8,4.863E-5,-4.877E-5,1.1935E-4,-1.3285E-4,1.8333E-4,-1.8517E-4,2.522E-4,3.685E-4,-0.00460708872,-0.0067316106,0.01912995744,0.008522320595,-0.365544481463504,-0.170861948074277,-0.00218023806,0.00242685066,-0.003348999108,0.003382611492,0.00967347825999999,-0.00945647918,0.00426570092499999,-0.00425661967,-0.184879866976406,0.180664614487098,-0.0855392160882599,0.085322731986017,1.3475E-4,-1.3645E-4,2.712E-4,-0.00495417312,0.00808192168,-0.162135233038773
-18.2526,4.275E-4,-4.329E-4,8.619E-4,-8.875E-4,0,0,5.06E-6,-5.06E-6,1.068E-4,-1.226E-4,2E-8,-2E-8,1.207E-4,-1.222E-4,2E-8,-2E-8,4.43E-5,-4.441E-5,1.0684E-4,-1.2264E-4,1.65E-4,-1.6661E-4,2.2948E-4,3.3161E-4,-0.004188606648,-0.006052744686,0.01913357004,0.00852757142,-0.365610449178764,-0.170957830738922,-0.001950107784,0.002238498864,-0.003011679,0.003041065686,0.00967517468499999,-0.009458395355,0.00426831339999999,-0.00425925802,-0.184910844570236,0.180699604608528,-0.0855869211740699,0.085370909564852,1.2074E-4,-1.2224E-4,2.4298E-4,-0.004435016748,0.00808577803,-0.162205651962783
-18.2386,3.839E-4,-3.888E-4,7.726E-4,-7.956E-4,0,0,5.3E-6,-5.07E-6,8.968E-5,-1.018E-4,2E-8,-2E-8,1.084E-4,-1.097E-4,2E-8,-2E-8,4.078E-5,-4.084E-5,8.972E-5,-1.0184E-4,1.4918E-4,-1.5054E-4,1.9156E-4,2.9972E-4,-0.003493786216,-0.005466473192,0.01913651732,0.00853199073,-0.365664225928812,-0.171038465264068,-0.001636367192,0.001857419024,-0.002720834348,0.002745638844,0.00967655060499999,-0.009459966715,0.00427051265999999,-0.00426147807,-0.184935949895068,0.180728276033744,-0.0856270487675059,0.085411416496562,1.0844E-4,-1.0974E-4,2.1818E-4,-0.003979297748,0.00808900615,-0.162264552164255
-18.2246,3.467E-4,-3.509E-4,6.937E-4,-7.144E-4,0,0,5.98E-6,-5.77E-6,7.911E-5,-8.965E-5,1E-8,-2E-8,9.794E-5,-9.907E-5,2E-8,-2E-8,3.811E-5,-3.812E-5,7.914E-5,-8.969E-5,1.3605E-4,-1.3719E-4,1.6883E-4,2.7324E-4,-0.003076859218,-0.004979689704,0.01913904005,0.00853600145,-0.36571022044685,-0.17111158840434,-0.001442294844,0.001634564374,-0.00247945683,0.002500232874,0.00967773262499999,-0.009461307425,0.00427250927,-0.00426349218,-0.18495750052932,0.18075271991753,-0.0856634508057519,0.085448137598588,9.797E-5,-9.911E-5,1.9708E-4,-0.003591704168,0.00809191297,-0.162317549177667
-18.2106,3.124E-4,-3.162E-4,6.158E-4,-6.344E-4,0,0,6.33E-6,-6.13E-6,7.002E-5,-7.918E-5,1E-8,-1E-8,8.83E-5,-8.928E-5,2E-8,-2E-8,3.549E-5,-3.545E-5,7.005E-5,-7.921E-5,1.2379E-4,-1.2473E-4,1.4926E-4,2.4852E-4,-0.002718114156,-0.004525698312,0.01914126668,0.00853965377,-0.365750785260468,-0.171178126120452,-0.00127565253,0.001442461626,-0.002254290174,0.002271408138,0.00967877695499999,-0.009462489725,0.00427432815,-0.00426532562,-0.184976526160938,0.18077425909953,-0.0856965870347799,0.085481539085672,8.833E-5,-8.931E-5,1.7764E-4,-0.003234930984,0.00809453601,-0.162365335623731
-18.1956,2.846E-4,-2.878E-4,5.51E-4,-5.676E-4,0,0,7.12E-6,-6.93E-6,6.234E-5,-7.028E-5,1E-8,-1E-8,8.046E-5,-8.13E-5,2E-8,-2E-8,3.388E-5,-3.378E-5,6.237E-5,-7.031E-5,1.1434E-4,-1.1508E-4,1.3268E-4,2.2942E-4,-0.002414192208,-0.004174434552,0.01914338123,0.00854323832,-0.365789277558198,-0.171243377116932,-0.001134859572,0.001279332636,-0.002080484904,0.002093949648,0.00967977010499999,-0.009463611125,0.00427611412499999,-0.004267124195,-0.184994605001703,0.180794672556495,-0.0857290978478649,0.085514279269067,8.049E-5,-8.133E-5,1.6182E-4,-0.002944411992,0.00809708196,-0.162411680696051
-18.1816,2.6E-4,-2.628E-4,4.864E-4,-5.012E-4,0,0,7.84E-6,-7.66E-6,5.575E-5,-6.261E-5,1E-8,-1E-8,7.356E-5,-7.425E-5,2E-8,-2E-8,3.247E-5,-3.232E-5,5.578E-5,-6.264E-5,1.0603E-4,-1.0657E-4,1.1842E-4,2.126E-4,-0.002153065072,-0.00386540816,0.01914513893,0.00854633246,-0.365821248359158,-0.171299656015916,-0.001014169648,0.001138895424,-0.001927795048,0.001937613112,0.00968059715499999,-0.009464541775,0.00427765671499999,-0.004268675745,-0.185009648206243,0.180811600152915,-0.0857571558075289,0.085542500208387,7.359E-5,-7.428E-5,1.4787E-4,-0.002688513192,0.00809924979,-0.162451111172339
-18.1676,2.407E-4,-2.43E-4,4.351E-4,-4.482E-4,0,0,8.86E-6,-8.68E-6,5.04E-5,-5.631E-5,1E-8,-1E-8,6.813E-5,-6.87E-5,1E-8,-1E-8,3.19E-5,-3.168E-5,5.042E-5,-5.633E-5,1.0003E-4,-1.0038E-4,1.0675E-4,2.0041E-4,-0.0019393913,-0.003640968716,0.01914671512,0.00854922353,-0.365849895553762,-0.171352200654048,-9.16010392E-4,0.001023380908,-0.001817305028,0.001823663688,0.00968134055499999,-0.009465374565,0.00427909913499999,-0.004270124395,-0.185023159466523,0.180826736087239,-0.0857833715080609,0.085568829145987,6.815E-5,-6.872E-5,1.3687E-4,-0.002486599412,0.00810124297,-0.162487336960567
-18.1526,2.248E-4,-2.267E-4,3.827E-4,-3.943E-4,0,0,9.96E-6,-9.79E-6,4.583E-5,-5.089E-5,1E-8,-1E-8,6.371E-5,-6.415E-5,1E-8,-1E-8,3.17E-5,-3.142E-5,4.585E-5,-5.091E-5,9.541E-5,-9.557E-5,9.676E-5,1.9098E-4,-0.001756445576,-0.003466783548,0.019148241445,0.008552158955,-0.365877614330332,-0.171405508796028,-8.3229671E-4,9.24148866E-4,-0.001731939566,0.001734843982,0.00968206257999999,-0.009466178865,0.00428056493499999,-0.00427159402,-0.185036271769788,0.180841342560544,-0.0858099908425159,0.085595517953512,6.373E-5,-6.417E-5,1.279E-4,-0.00232171754,0.008103228745,-0.162523399337707
-18.1386,2.134E-4,-2.149E-4,3.425E-4,-3.557E-4,0,0,1.132E-5,-1.114E-5,2.845E-5,-4.469E-5,1E-8,-1E-8,6.051E-5,-6.084E-5,1E-8,-1E-8,3.221E-5,-3.185E-5,2.847E-5,-4.471E-5,9.272E-5,-9.269E-5,7.318E-5,1.8541E-4,-0.001327382748,-0.003363077826,0.019149431025,0.008554793685,-0.3658992011286,-0.171453317825646,-5.16405942E-4,8.10976806E-4,-0.001681810992,0.001681266834,0.00968258281999999,-0.009466848205,0.00428188184499999,-0.00427291184,-0.185045712688352,0.180853488440248,-0.0858338870964219,0.085619430729224,6.053E-5,-6.086E-5,1.2139E-4,-0.002201844654,0.008104973775,-0.162555064273065
-18.1246,2.056E-4,-2.067E-4,2.959E-4,-3.077E-4,0,0,1.288E-5,-1.269E-5,1.618E-5,-2.957E-5,1E-8,-1E-8,5.837E-5,-5.857E-5,1E-8,-1E-8,3.326E-5,-3.281E-5,1.62E-5,-2.959E-5,9.163E-5,-9.138E-5,4.579E-5,1.8301E-4,-8.29925434E-4,-0.003316983046,0.019150263815,0.008557372625,-0.365914302285874,-0.17150007825175,-2.9361852E-4,5.36306914E-4,-0.001660757098,0.001656225948,0.00968289550999999,-0.009467368305,0.00428317229499999,-0.00427420033,-0.185051382859586,0.180862919426288,-0.0858572850730519,0.085642793178698,5.839E-5,-5.859E-5,1.1698E-4,-0.002120215708,0.008106642365,-0.162585318695599
-18.1106,2.017E-4,-2.025E-4,2.637E-4,-2.706E-4,0,0,1.471E-5,-1.451E-5,1.733E-5,-1.79E-5,0,0,5.732E-5,-5.741E-5,1E-8,-1E-8,3.496E-5,-3.442E-5,1.734E-5,-1.791E-5,9.228E-5,-9.183E-5,3.525E-5,1.8411E-4,-6.3839865E-4,-0.003334342566,0.019150831095,0.008559942465,-0.365924580554462,-0.171546637531034,-3.14037804E-4,3.24360846E-4,-0.001671246168,0.001663096398,0.00968313028999999,-0.009467700805,0.004284459665,-0.0042754828,-0.185055636453854,0.180868944100608,-0.0858806090959139,0.08566602843512,5.733E-5,-5.742E-5,1.1475E-4,-0.00207819135,0.008108264475,-0.162614707545005
-18.0956,2.015E-4,-2.02E-4,2.358E-4,-2.419E-4,0,0,1.683E-5,-1.662E-5,1.883E-5,-1.917E-5,0,0,5.734E-5,-5.732E-5,1E-8,-1E-8,3.732E-5,-3.667E-5,1.884E-5,-1.918E-5,9.466E-5,-9.399E-5,3.802E-5,1.8865E-4,-6.87994712E-4,-0.00341373494,0.01915138062,0.008562738165,-0.365934528504677,-0.171597248112329,-3.40921104E-4,3.47073608E-4,-0.001712929496,0.001700805444,0.00968340164,-0.00946797898,0.004285861715,-0.00427687645,-0.185060548645664,0.180873979859013,-0.0859059904133939,0.085691257698935,5.735E-5,-5.733E-5,1.1468E-4,-0.002075203408,0.0081099852,-0.16264585800569
